#
# column #1=histogram, #2=x-axis bin, #3=binned cross-section, #4=error, #5=number of events 
# this can be easily plotted in gnuplot with the commands:
#    NHi=3
#    plot 'output.dat' using ($2):($1==NHi ? $3 : 1/0) w st
# where NHi selects the histogram
#
#
# run time =       0.44min
# TotCS =      1.6578092117-315           6.93337-310
#
# Histogram 1: m(jj)                                             
 1|   1.150E+02|   0.0000000000000000E+00|   0.0000000000000000E+00|          0|
 1|   1.153E+02|   0.0000000000000000E+00|   0.0000000000000000E+00|          0|
 1|   1.155E+02|   0.0000000000000000E+00|   0.0000000000000000E+00|          0|
 1|   1.158E+02|   0.0000000000000000E+00|   0.0000000000000000E+00|          0|
 1|   1.160E+02|   0.0000000000000000E+00|   0.0000000000000000E+00|          0|
 1|   1.163E+02|   0.0000000000000000E+00|   0.0000000000000000E+00|          0|
 1|   1.165E+02|   0.0000000000000000E+00|   0.0000000000000000E+00|          0|
 1|   1.168E+02|   0.0000000000000000E+00|   0.0000000000000000E+00|          0|
 1|   1.170E+02|   0.0000000000000000E+00|   0.0000000000000000E+00|          0|
 1|   1.173E+02|   0.0000000000000000E+00|   0.0000000000000000E+00|          0|
 1|   1.175E+02|   0.0000000000000000E+00|   0.0000000000000000E+00|          0|
 1|   1.178E+02|   0.0000000000000000E+00|   0.0000000000000000E+00|          0|
 1|   1.180E+02|   0.0000000000000000E+00|   0.0000000000000000E+00|          0|
 1|   1.183E+02|   0.0000000000000000E+00|   0.0000000000000000E+00|          0|
 1|   1.185E+02|   0.0000000000000000E+00|   0.0000000000000000E+00|          0|
 1|   1.188E+02|   0.0000000000000000E+00|   0.0000000000000000E+00|          0|
 1|   1.190E+02|   0.0000000000000000E+00|   0.0000000000000000E+00|          0|
 1|   1.193E+02|   0.0000000000000000E+00|   0.0000000000000000E+00|          0|
 1|   1.195E+02|   0.0000000000000000E+00|   0.0000000000000000E+00|          0|
 1|   1.198E+02|   0.0000000000000000E+00|   0.0000000000000000E+00|          0|
 1|   1.200E+02|   0.0000000000000000E+00|   0.0000000000000000E+00|          0|
 1|   1.203E+02|   0.0000000000000000E+00|   0.0000000000000000E+00|          0|
 1|   1.205E+02|   0.0000000000000000E+00|   0.0000000000000000E+00|          0|
 1|   1.208E+02|   0.0000000000000000E+00|   0.0000000000000000E+00|          0|
 1|   1.210E+02|   0.0000000000000000E+00|   0.0000000000000000E+00|          0|
 1|   1.213E+02|   0.0000000000000000E+00|   0.0000000000000000E+00|          0|
 1|   1.215E+02|   0.0000000000000000E+00|   0.0000000000000000E+00|          0|
 1|   1.218E+02|   0.0000000000000000E+00|   0.0000000000000000E+00|          0|
 1|   1.220E+02|   0.0000000000000000E+00|   0.0000000000000000E+00|          0|
 1|   1.223E+02|   0.0000000000000000E+00|   0.0000000000000000E+00|          0|
 1|   1.225E+02|   0.0000000000000000E+00|   0.0000000000000000E+00|          0|
 1|   1.228E+02|   0.0000000000000000E+00|   0.0000000000000000E+00|          0|
 1|   1.230E+02|   0.0000000000000000E+00|   0.0000000000000000E+00|          0|
