   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     5280    0.018    0.000    0.030    0.000 rfc822.py:202(isheader)
     5500    0.015    0.000    0.015    0.000 rfc822.py:214(islast)
     5500    0.006    0.000    0.006    0.000 rfc822.py:224(iscomment)
     1320    0.007    0.000    0.021    0.000 rfc822.py:290(getheader)
      220    0.002    0.000    3.628    0.016 rfc822.py:88(__init__)
        1    0.001    0.001    0.002    0.002 runner.py:1(<module>)
        1    0.000    0.000    0.000    0.000 runner.py:119(TextTestRunner)
        1    0.000    0.000    0.000    0.000 runner.py:12(_WritelnDecorator)
        1    0.000    0.000    0.000    0.000 runner.py:28(TextTestResult)
        1    0.000    0.000    0.000    0.000 scimath.py:17(<module>)
        2    0.000    0.000    0.000    0.000 shape_base.py:1(<module>)
     15/9    0.004    0.000    0.089    0.010 shutil.py:210(rmtree)
        1    0.001    0.001    0.001    0.001 signals.py:1(<module>)
        1    0.000    0.000    0.000    0.000 signals.py:9(_InterruptHandler)
      440    0.013    0.000    0.020    0.000 socket.py:189(__init__)
      220    0.021    0.000    0.023    0.000 socket.py:196(close)
     1320    0.009    0.000    2.615    0.002 socket.py:227(meth)
      223    0.003    0.000    0.003    0.000 socket.py:250(__init__)
      443    0.481    0.001    0.534    0.001 socket.py:280(close)
      223    0.005    0.000    0.007    0.000 socket.py:289(__del__)
      223    0.001    0.000    0.001    0.000 socket.py:296(flush)
    15/12    0.000    0.000    0.008    0.001 socket.py:340(read)
     9468    2.658    0.000   16.663    0.002 socket.py:410(readline)
      208    0.000    0.000    0.000    0.000 socket.py:530(__iter__)
     3748    0.028    0.000    9.384    0.003 socket.py:533(next)
      220    0.008    0.000    2.632    0.012 socket.py:541(create_connection)
       76    0.000    0.000    0.000    0.000 sre_compile.py:101(fixup)
      155    0.001    0.000    0.005    0.000 sre_compile.py:228(_compile_charset)
      155    0.002    0.000    0.003    0.000 sre_compile.py:256(_optimize_charset)
       32    0.000    0.000    0.000    0.000 sre_compile.py:411(_mk_bitmap)
      182    0.001    0.000    0.001    0.000 sre_compile.py:428(_simple)
       34    0.001    0.000    0.004    0.000 sre_compile.py:433(_compile_info)
       68    0.000    0.000    0.000    0.000 sre_compile.py:546(isstring)
       34    0.000    0.000    0.022    0.001 sre_compile.py:552(_code)
       34    0.001    0.000    0.055    0.002 sre_compile.py:567(compile)
   407/34    0.006    0.000    0.018    0.001 sre_compile.py:64(_compile)
      846    0.001    0.000    0.002    0.000 sre_parse.py:137(__len__)
     1749    0.006    0.000    0.007    0.000 sre_parse.py:141(__getitem__)
      182    0.000    0.000    0.000    0.000 sre_parse.py:145(__setitem__)
      658    0.001    0.000    0.001    0.000 sre_parse.py:149(append)
  587/216    0.003    0.000    0.003    0.000 sre_parse.py:151(getwidth)
       35    0.000    0.000    0.000    0.000 sre_parse.py:189(__init__)
     1808    0.004    0.000    0.006    0.000 sre_parse.py:193(__next)
     1083    0.001    0.000    0.002    0.000 sre_parse.py:206(match)
     1511    0.002    0.000    0.007    0.000 sre_parse.py:212(get)
       55    0.000    0.000    0.000    0.000 sre_parse.py:221(isident)
        2    0.000    0.000    0.000    0.000 sre_parse.py:224(isdigit)
        6    0.000    0.000    0.000    0.000 sre_parse.py:227(isname)
       38    0.000    0.000    0.000    0.000 sre_parse.py:236(_class_escape)
      110    0.000    0.000    0.000    0.000 sre_parse.py:268(_escape)
   119/34    0.001    0.000    0.030    0.001 sre_parse.py:317(_parse_sub)
   190/34    0.008    0.000    0.030    0.001 sre_parse.py:395(_parse)
       34    0.000    0.000    0.000    0.000 sre_parse.py:67(__init__)
       34    0.001    0.000    0.031    0.001 sre_parse.py:706(parse)
        1    0.000    0.000    0.000    0.000 sre_parse.py:734(parse_template)
       67    0.000    0.000    0.000    0.000 sre_parse.py:74(opengroup)
        1    0.000    0.000    0.000    0.000 sre_parse.py:741(literal)
       12    0.001    0.000    0.002    0.000 sre_parse.py:822(expand_template)
       67    0.000    0.000    0.002    0.000 sre_parse.py:85(closegroup)
        1    0.000    0.000    0.000    0.000 sre_parse.py:87(checkgroup)
      407    0.000    0.000    0.000    0.000 sre_parse.py:92(__init__)
     1320    0.016    0.000    0.046    0.000 ssl.py:187(_dnsname_match)
      220    0.007    0.000    0.053    0.000 ssl.py:238(match_hostname)
      220    0.003    0.000    0.067    0.000 ssl.py:335(__new__)
      220    0.001    0.000    0.001    0.000 ssl.py:341(__init__)
      220    0.005    0.000    7.990    0.036 ssl.py:344(wrap_socket)
      220    0.009    0.000    2.157    0.010 ssl.py:386(load_default_certs)
      220    0.008    0.000    2.233    0.010 ssl.py:395(create_default_context)
      220    0.014    0.000    7.985    0.036 ssl.py:497(__init__)
      220    0.002    0.000    0.002    0.000 ssl.py:585(context)
  1921034    1.553    0.000    1.553    0.000 ssl.py:598(_checkClosed)
      440    0.001    0.000    0.001    0.000 ssl.py:602(_check_connected)
   960187    3.072    0.000    8.832    0.000 ssl.py:610(read)
      220    0.002    0.000    0.032    0.000 ssl.py:641(getpeercert)
      220    0.003    0.000    0.011    0.000 ssl.py:686(send)
      220    0.002    0.000    0.014    0.000 ssl.py:718(sendall)
   960187    3.038    0.000   12.634    0.000 ssl.py:734(recv)
      440    0.030    0.000    0.053    0.000 ssl.py:789(close)
      220    0.017    0.000    7.943    0.036 ssl.py:808(do_handshake)
      220    0.002    0.000    0.005    0.000 ssl.py:870(makefile)
      946    0.001    0.000    0.001    0.000 stat.py:24(S_IFMT)
      594    0.001    0.000    0.002    0.000 stat.py:40(S_ISDIR)
      337    0.002    0.000    0.002    0.000 stat.py:49(S_ISREG)
       15    0.000    0.000    0.000    0.000 stat.py:55(S_ISLNK)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:15(DummyArray)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:7(<module>)
       51    0.001    0.000    0.004    0.000 subprocess.py:1107(_get_handles)
      186    0.001    0.000    0.003    0.000 subprocess.py:1156(_set_cloexec_flag)
       93    0.001    0.000    0.005    0.000 subprocess.py:1169(pipe_cloexec)
       51    0.023    0.000    1.132    0.022 subprocess.py:1195(_execute_child)
       42    0.002    0.000    0.002    0.000 subprocess.py:1216(_close_in_parent)
       51    0.001    0.000    0.001    0.000 subprocess.py:1338(_handle_exitstatus)
       92    0.000    0.000    0.000    0.000 subprocess.py:1352(_internal_poll)
       50    0.002    0.000   14.069    0.281 subprocess.py:1379(wait)
       51    0.001    0.000    0.001    0.000 subprocess.py:458(_cleanup)
      142    0.002    0.000   20.281    0.143 subprocess.py:473(_eintr_retry_call)
        9    0.001    0.000   14.248    1.583 subprocess.py:514(call)
        9    0.000    0.000   14.248    1.583 subprocess.py:525(check_call)
       41    0.004    0.000    6.209    0.151 subprocess.py:544(check_output)
       51    0.005    0.000    1.144    0.022 subprocess.py:650(__init__)
       51    0.000    0.000    0.001    0.000 subprocess.py:754(__del__)
       41    0.002    0.000    5.291    0.129 subprocess.py:768(communicate)
       41    0.001    0.000    0.001    0.000 subprocess.py:802(poll)
        1    0.000    0.000    0.000    0.000 suite.py:1(<module>)
        1    0.000    0.000    0.000    0.000 suite.py:16(BaseTestSuite)
        1    0.000    0.000    0.000    0.000 suite.py:252(_ErrorHolder)
        1    0.000    0.000    0.000    0.000 suite.py:299(_DebugResult)
        1    0.000    0.000    0.000    0.000 suite.py:78(TestSuite)
        2    0.000    0.000    0.000    0.000 tempfile.py:120(__init__)
       10    0.000    0.000    0.004    0.000 tempfile.py:124(rng)
       10    0.001    0.000    0.005    0.001 tempfile.py:135(next)
        1    0.000    0.000    0.000    0.000 tempfile.py:148(_candidate_tempdir_list)
        1    0.000    0.000    0.003    0.003 tempfile.py:176(_get_default_tempdir)
        9    0.000    0.000    0.000    0.000 tempfile.py:221(_get_candidate_names)
        9    0.000    0.000    0.004    0.000 tempfile.py:268(gettempdir)
        9    0.000    0.000    0.012    0.001 tempfile.py:317(mkdtemp)
        1    0.000    0.000    0.000    0.000 threading.py:114(RLock)
        1    0.000    0.000    0.000    0.000 threading.py:132(__init__)
        3    0.000    0.000    0.000    0.000 threading.py:147(acquire)
        3    0.000    0.000    0.000    0.000 threading.py:187(release)
        1    0.000    0.000    0.000    0.000 threading.py:59(__init__)
        6    0.000    0.000    0.000    0.000 threading.py:64(_note)
        1    0.000    0.000    0.000    0.000 token.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tokenize.py:146(TokenError)
        1    0.000    0.000    0.000    0.000 tokenize.py:148(StopTokenizing)
        1    0.000    0.000    0.000    0.000 tokenize.py:179(Untokenizer)
        1    0.014    0.014    0.042    0.042 tokenize.py:23(<module>)
       19    0.000    0.000    0.000    0.000 tokenize.py:45(group)
        1    0.000    0.000    0.000    0.000 tokenize.py:46(any)
        2    0.000    0.000    0.000    0.000 tokenize.py:47(maybe)
        1    0.000    0.000    0.000    0.000 twodim_base.py:3(<module>)
        1    0.003    0.003    0.312    0.312 type_check.py:3(<module>)
        1    0.000    0.000    0.000    0.000 ufunclike.py:5(<module>)
        1    0.000    0.000    0.000    0.000 unicode_escape.py:13(Codec)
        1    0.000    0.000    0.000    0.000 unicode_escape.py:20(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 unicode_escape.py:24(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 unicode_escape.py:28(StreamWriter)
        1    0.000    0.000    0.000    0.000 unicode_escape.py:31(StreamReader)
        1    0.000    0.000    0.000    0.000 unicode_escape.py:36(getregentry)
        1    0.000    0.000    0.000    0.000 unicode_escape.py:8(<module>)
      220    0.001    0.000    0.005    0.000 urllib.py:1021(__init__)
        3    0.000    0.000    0.000    0.000 urllib.py:1027(info)
      437    0.001    0.000    0.002    0.000 urllib.py:1058(_is_unicode)
      217    0.001    0.000    0.002    0.000 urllib.py:1061(toBytes)
      220    0.002    0.000    0.002    0.000 urllib.py:1073(unwrap)
      220    0.003    0.000    0.005    0.000 urllib.py:1082(splittype)
      220    0.002    0.000    0.004    0.000 urllib.py:1096(splithost)
      217    0.001    0.000    0.001    0.000 urllib.py:1113(splituser)
        3    0.000    0.000    0.003    0.001 urllib.py:1187(splittag)
      220    0.001    0.000    0.002    0.000 urllib.py:1225(unquote)
      217    0.002    0.000    0.003    0.000 urllib.py:1266(quote)
        1    0.000    0.000    0.000    0.000 urllib.py:133(__init__)
        2    0.001    0.000    0.001    0.001 urllib.py:1376(getproxies_environment)
      217    0.007    0.000   20.244    0.093 urllib.py:183(open)
      217    0.013    0.000   20.223    0.093 urllib.py:389(open_https)
        1    0.000    0.000    0.000    0.000 urllib.py:619(__init__)
      217    0.008    0.000   20.253    0.093 urllib.py:72(urlopen)
      220    0.002    0.000    0.003    0.000 urllib.py:962(__init__)
      217    0.007    0.000    0.534    0.002 urllib.py:980(close)
        1    0.000    0.000    0.000    0.000 urllib2.py:1084(HTTPDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 urllib2.py:1102(ProxyDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 urllib2.py:1114(AbstractHTTPHandler)
        2    0.000    0.000    0.000    0.000 urllib2.py:1116(__init__)
        3    0.000    0.000    0.000    0.000 urllib2.py:1122(do_request_)
        3    0.001    0.000    0.323    0.108 urllib2.py:1151(do_open)
        3    0.000    0.000    0.000    0.000 urllib2.py:1170(<genexpr>)
       12    0.000    0.000    0.000    0.000 urllib2.py:1181(<genexpr>)
        1    0.000    0.000    0.000    0.000 urllib2.py:1224(HTTPHandler)
        1    0.000    0.000    0.000    0.000 urllib2.py:1232(HTTPSHandler)
        1    0.000    0.000    0.000    0.000 urllib2.py:1234(__init__)
        3    0.000    0.000    0.323    0.108 urllib2.py:1238(https_open)
        1    0.000    0.000    0.000    0.000 urllib2.py:1244(HTTPCookieProcessor)
        1    0.000    0.000    0.000    0.000 urllib2.py:1262(UnknownHandler)
        3    0.000    0.000    0.330    0.110 urllib2.py:131(urlopen)
        1    0.000    0.000    0.000    0.000 urllib2.py:1326(FileHandler)
        1    0.000    0.000    0.000    0.000 urllib2.py:1378(FTPHandler)
        1    0.000    0.000    0.000    0.000 urllib2.py:1438(CacheFTPHandler)
        1    0.000    0.000    0.000    0.000 urllib2.py:164(URLError)
        1    0.000    0.000    0.000    0.000 urllib2.py:177(HTTPError)
        3    0.000    0.000    0.001    0.000 urllib2.py:208(request_host)
        1    0.000    0.000    0.000    0.000 urllib2.py:224(Request)
        3    0.000    0.000    0.004    0.001 urllib2.py:226(__init__)
        3    0.000    0.000    0.000    0.000 urllib2.py:258(get_method)
        6    0.000    0.000    0.000    0.000 urllib2.py:269(has_data)
        6    0.000    0.000    0.000    0.000 urllib2.py:275(get_full_url)
        6    0.000    0.000    0.000    0.000 urllib2.py:281(get_type)
        6    0.000    0.000    0.000    0.000 urllib2.py:288(get_host)
        3    0.000    0.000    0.000    0.000 urllib2.py:295(get_selector)
        3    0.000    0.000    0.000    0.000 urllib2.py:307(has_proxy)
        6    0.000    0.000    0.000    0.000 urllib2.py:320(add_unredirected_header)
        6    0.000    0.000    0.000    0.000 urllib2.py:324(has_header)
        1    0.000    0.000    0.000    0.000 urllib2.py:338(OpenerDirector)
        1    0.000    0.000    0.000    0.000 urllib2.py:339(__init__)
        9    0.000    0.000    0.001    0.000 urllib2.py:350(add_handler)
        6    0.000    0.000    0.323    0.054 urllib2.py:401(_call_chain)
        3    0.000    0.000    0.328    0.109 urllib2.py:413(open)
        3    0.000    0.000    0.323    0.108 urllib2.py:441(_open)
        1    0.000    0.000    0.002    0.002 urllib2.py:481(build_opener)
        1    0.000    0.000    0.000    0.000 urllib2.py:520(BaseHandler)
        8    0.000    0.000    0.000    0.000 urllib2.py:523(add_parent)
       13    0.000    0.000    0.000    0.000 urllib2.py:530(__lt__)
        1    0.000    0.000    0.000    0.000 urllib2.py:539(HTTPErrorProcessor)
        3    0.000    0.000    0.000    0.000 urllib2.py:543(http_response)
        1    0.000    0.000    0.000    0.000 urllib2.py:556(HTTPDefaultErrorHandler)
        1    0.000    0.000    0.000    0.000 urllib2.py:560(HTTPRedirectHandler)
        1    0.000    0.000    0.000    0.000 urllib2.py:737(ProxyHandler)
        1    0.000    0.000    0.001    0.001 urllib2.py:741(__init__)
        1    0.081    0.081    0.146    0.146 urllib2.py:76(<module>)
        1    0.000    0.000    0.000    0.000 urllib2.py:780(HTTPPasswordMgr)
        1    0.000    0.000    0.000    0.000 urllib2.py:844(HTTPPasswordMgrWithDefaultRealm)
        1    0.000    0.000    0.002    0.002 urllib2.py:854(AbstractBasicAuthHandler)
        1    0.000    0.000    0.000    0.000 urllib2.py:904(HTTPBasicAuthHandler)
        1    0.000    0.000    0.000    0.000 urllib2.py:915(ProxyBasicAuthHandler)
        1    0.000    0.000    0.000    0.000 urllib2.py:944(AbstractDigestAuthHandler)
        3    0.000    0.000    0.000    0.000 urlparse.py:137(urlparse)
        1    0.000    0.000    0.000    0.000 urlparse.py:160(_splitnetloc)
        3    0.000    0.000    0.000    0.000 urlparse.py:168(urlsplit)
        2    0.000    0.000    0.000    0.000 urlparse.py:206(<genexpr>)
        1    0.000    0.000    0.001    0.001 util.py:1(<module>)
        1    0.001    0.001    0.002    0.002 utilities.py:1(<module>)
       54    0.002    0.000    0.056    0.001 utilities.py:132(__exit__)
       54    0.000    0.000    0.000    0.000 utilities.py:146(__nonzero__)
       35    0.014    0.000    3.227    0.092 utilities.py:149(jobdied)
        1    0.000    0.000    0.000    0.000 utilities.py:160(OneAtATime)
       18    0.000    0.000    0.001    0.000 utilities.py:161(__init__)
       18    0.000    0.000    0.119    0.007 utilities.py:169(__enter__)
       16    0.000    0.000    0.000    0.000 utilities.py:177(cache)
4407/3498    0.057    0.000  140.011    0.040 utilities.py:179(newfunction)
        6    0.000    0.000    0.865    0.144 utilities.py:191(wget)
        1    0.000    0.000    0.000    0.000 utilities.py:196(JsonDict)
       15    0.000    0.000    0.000    0.000 utilities.py:215(<lambda>)
  1488900    4.196    0.000   27.595    0.000 utilities.py:22(cd)
   744053    4.309    0.000   40.288    0.000 utilities.py:221(getvalue)
   744053    1.401    0.000   41.688    0.000 utilities.py:231(value)
   744059    0.890    0.000    1.197    0.000 utilities.py:243(getdict)
        3    0.032    0.011    1.241    0.414 utilities.py:261(writedict)
4029257/744053   17.454    0.000   22.667    0.000 utilities.py:268(getnesteddictvalue)
       36    0.001    0.000    0.032    0.001 utilities.py:3(mkdir_p)
        1    0.000    0.000    0.000    0.000 utilities.py:32(TFile)
        6    0.001    0.000    1.361    0.227 utilities.py:322(writingdict)
        6    0.000    0.000    0.000    0.000 utilities.py:332(nullcontext)
       34    0.006    0.000    3.179    0.093 utilities.py:335(jobended)
      674    0.002    0.000    0.002    0.000 utilities.py:348(redirect_stdout)
      337    0.016    0.000    0.180    0.001 utilities.py:357(restful)
    360/6    0.002    0.000    0.003    0.000 utilities.py:376(recursivesubclasses)
        5    0.000    0.000    6.576    1.315 utilities.py:384(makecards)
        1    0.000    0.000    0.000    0.000 utilities.py:389(OrderedCounter)
        1    0.000    0.000    2.266    2.266 utilities.py:401(submitLSF)
        1    0.000    0.000    0.000    0.000 utilities.py:412(KeyDefaultDict)
        1    0.000    0.000    0.428    0.428 utilities.py:416(__missing__)
        2    0.000    0.000    0.000    0.000 utilities.py:42(tempfilewrapper)
        1    0.000    0.000    0.428    0.428 utilities.py:424(__npendingjobs)
        1    0.000    0.000    0.000    0.000 utilities.py:427(<genexpr>)
        9    0.000    0.000    0.012    0.001 utilities.py:43(newfunction)
       18    0.001    0.000    0.104    0.006 utilities.py:54(cdtemp)
      398    0.003    0.000    0.006    0.000 utilities.py:65(LSB_JOBID)
        1    0.000    0.000    0.000    0.000 utilities.py:77(KeepWhileOpenFile)
       54    0.001    0.000    0.003    0.000 utilities.py:78(__init__)
       54    0.005    0.000    3.467    0.064 utilities.py:87(__enter__)
        1    0.000    0.000    0.001    0.001 utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 utils.py:1003(SafeEval)
        3    0.000    0.000    0.000    0.000 utils.py:118(deprecate)
        1    0.000    0.000    0.000    0.000 utils.py:1605(WarningMessage)
        1    0.000    0.000    0.000    0.000 utils.py:1638(WarningManager)
        1    0.000    0.000    0.000    0.000 utils.py:1865(IgnoreException)
        1    0.000    0.000    0.000    0.000 utils.py:1906(clear_and_catch_warnings)
        1    0.000    0.000    0.000    0.000 utils.py:1971(suppress_warnings)
        1    0.016    0.016    0.018    0.018 utils.py:4(<module>)
        1    0.000    0.000    0.000    0.000 utils.py:46(KnownFailureException)
        3    0.000    0.000    0.000    0.000 utils.py:52(_set_function_name)
        1    0.000    0.000    0.000    0.000 utils.py:57(_Deprecate)
        3    0.000    0.000    0.000    0.000 utils.py:69(__init__)
        3    0.000    0.000    0.000    0.000 utils.py:74(__call__)
        1    0.000    0.000    0.000    0.000 version.py:5(<module>)
      217    0.000    0.000    0.000    0.000 warnings.py:15(warnpy3k)
        1    0.000    0.000    0.000    0.000 warnings.py:340(__init__)
        1    0.000    0.000    0.000    0.000 warnings.py:361(__enter__)
        1    0.000    0.000    0.000    0.000 warnings.py:377(__exit__)
        4    0.000    0.000    0.002    0.000 warnings.py:67(filterwarnings)
        1    0.000    0.000    0.000    0.000 warnings.py:96(simplefilter)
        1    0.000    0.000    0.000    0.000 weakref.py:297(__init__)
      274    0.005    0.000    0.005    0.000 {__import__}
        8    0.000    0.000    0.000    0.000 {_bisect.insort}
      208    0.003    0.000    0.003    0.000 {_csv.reader}
        2    0.000    0.000    0.000    0.000 {_csv.register_dialect}
        2    0.000    0.000    0.000    0.000 {_ctypes.POINTER}
        1    0.000    0.000    0.000    0.000 {_ctypes.dlopen}
        1    0.000    0.000    0.000    0.000 {_ctypes.set_conversion_mode}
       50    0.000    0.000    0.000    0.000 {_ctypes.sizeof}
        1    0.000    0.000    0.000    0.000 {_io.open}
    23289    0.019    0.000    0.019    0.000 {_json.encode_basestring_ascii}
      220    0.010    0.000    0.010    0.000 {_socket.getaddrinfo}
       34    0.000    0.000    0.000    0.000 {_sre.compile}
      205    0.000    0.000    0.000    0.000 {_sre.getlower}
       18    0.000    0.000    0.000    0.000 {_struct.calcsize}
      313    0.002    0.000    0.005    0.000 {all}
     3046    0.659    0.000   84.145    0.028 {any}
        2    0.000    0.000    0.000    0.000 {binascii.hexlify}
     1134    0.036    0.000    0.036    0.000 {built-in method __new__ of type object at 0x7f3e3711ede0}
        3    0.000    0.000    0.000    0.000 {built-in method fromkeys}
    10383    0.011    0.000    0.011    0.000 {cStringIO.StringIO}
      512    0.000    0.000    0.000    0.000 {chr}
     1320    0.001    0.000    0.001    0.000 {delattr}
       10    0.000    0.000    0.000    0.000 {dir}
       28    0.001    0.000    0.001    0.000 {eval}
      372    0.002    0.000    0.002    0.000 {fcntl.fcntl}
        6    0.000    0.000    0.000    0.000 {filter}
        2    0.002    0.001    0.002    0.001 {function seed at 0x7f3e34cb4a28}
       51    0.000    0.000    0.000    0.000 {gc.disable}
       51    0.001    0.000    0.001    0.000 {gc.enable}
       51    0.000    0.000    0.000    0.000 {gc.isenabled}
     8849    0.010    0.000    0.010    0.000 {getattr}
      342    0.000    0.000    0.000    0.000 {globals}
     1588    0.003    0.000    0.003    0.000 {hasattr}
     4048    0.023    0.000    0.023    0.000 {hash}
     4002    0.003    0.000    0.003    0.000 {id}
    80330    0.082    0.000    0.096    0.000 {isinstance}
    70/51    0.000    0.000    0.001    0.000 {issubclass}
4237133/4236910    2.764    0.000    2.764    0.000 {len}
      180    0.001    0.000    0.028    0.000 {map}
        1    0.000    0.000    0.000    0.000 {math.sqrt}
      193    0.000    0.000    0.000    0.000 {max}
       58    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
      380    0.001    0.000    0.001    0.000 {method '__subclasses__' of 'type' objects}
       19    0.000    0.000    0.000    0.000 {method '__subclasshook__' of 'object' objects}
      220    0.010    0.000    0.010    0.000 {method '_wrap_socket' of '_ssl._SSLContext' objects}
       13    0.000    0.000    0.000    0.000 {method 'acquire' of 'thread.lock' objects}
     1049    0.003    0.000    0.040    0.000 {method 'add' of 'set' objects}
   796766    0.692    0.000    0.692    0.000 {method 'append' of 'list' objects}
        9    0.000    0.000    0.000    0.000 {method 'capitalize' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
       60    0.008    0.000    0.008    0.000 {method 'close' of 'file' objects}
      220    2.599    0.012    2.599    0.012 {method 'connect' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
       41    0.000    0.000    0.000    0.000 {method 'count' of 'list' objects}
     1320    0.001    0.000    0.001    0.000 {method 'count' of 'str' objects}
       16    0.000    0.000    0.000    0.000 {method 'deleter' of 'property' objects}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
      220    7.834    0.036    7.834    0.036 {method 'do_handshake' of '_ssl._SSLSocket' objects}
      716    0.001    0.000    0.001    0.000 {method 'end' of '_sre.SRE_Match' objects}
    23223    0.019    0.000    0.019    0.000 {method 'endswith' of 'str' objects}
      276    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
        1    0.000    0.000    0.000    0.000 {method 'fileno' of 'file' objects}
      569    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
   186611    0.169    0.000    0.169    0.000 {method 'find' of 'str' objects}
      369    0.001    0.000    0.001    0.000 {method 'flush' of 'file' objects}
     4577    0.015    0.000    0.015    0.000 {method 'format' of 'str' objects}
   752313    0.808    0.000    0.808    0.000 {method 'get' of 'dict' objects}
      220    0.002    0.000    0.002    0.000 {method 'getpeername' of '_socket.socket' objects}
      220    0.002    0.000    0.002    0.000 {method 'getsockopt' of '_socket.socket' objects}
      440    0.000    0.000    0.000    0.000 {method 'gettimeout' of '_socket.socket' objects}
     5997    0.008    0.000    0.008    0.000 {method 'getvalue' of 'cStringIO.StringO' objects}
      672    0.001    0.000    0.001    0.000 {method 'group' of '_sre.SRE_Match' objects}
      440    0.000    0.000    0.000    0.000 {method 'index' of 'str' objects}
        5    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
      399    0.000    0.000    0.000    0.000 {method 'isalnum' of 'str' objects}
       58    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
     3355    0.006    0.000    0.006    0.000 {method 'items' of 'dict' objects}
  4034042    2.682    0.000    2.682    0.000 {method 'iteritems' of 'dict' objects}
     7509    0.034    0.000    0.036    0.000 {method 'join' of 'str' objects}
       17    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
     9701    0.012    0.000    0.012    0.000 {method 'lower' of 'str' objects}
     2660    0.026    0.000    0.026    0.000 {method 'match' of '_sre.SRE_Pattern' objects}
      220    0.029    0.000    0.029    0.000 {method 'peer_certificate' of '_ssl._SSLSocket' objects}
      340   51.748    0.152   51.748    0.152 {method 'perform' of 'pycurl.Curl' objects}
       16    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
       60    0.000    0.000    0.000    0.000 {method 'random' of '_random.Random' objects}
   960187    4.972    0.000    4.972    0.000 {method 'read' of '_ssl._SSLSocket' objects}
     3823    0.003    0.000    0.003    0.000 {method 'read' of 'cStringIO.StringO' objects}
      423    5.331    0.013    5.331    0.013 {method 'read' of 'file' objects}
       75    0.001    0.000    0.001    0.000 {method 'readline' of 'cStringIO.StringO' objects}
       13    0.000    0.000    0.000    0.000 {method 'release' of 'thread.lock' objects}
       67    0.002    0.000    0.002    0.000 {method 'remove' of 'list' objects}
       63    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
     8698    0.014    0.000    0.014    0.000 {method 'replace' of 'str' objects}
     1837    0.002    0.000    0.002    0.000 {method 'rfind' of 'str' objects}
      352    0.001    0.000    0.001    0.000 {method 'rstrip' of 'str' objects}
      452    0.001    0.000    0.001    0.000 {method 'search' of '_sre.SRE_Pattern' objects}
    18951    0.027    0.000    0.027    0.000 {method 'seek' of 'cStringIO.StringO' objects}
      220    0.036    0.000    0.036    0.000 {method 'set_ciphers' of '_ssl._SSLContext' objects}
      220    2.148    0.010    2.148    0.010 {method 'set_default_verify_paths' of '_ssl._SSLContext' objects}
       14    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
     3048    0.010    0.000    0.010    0.000 {method 'setopt' of 'pycurl.Curl' objects}
       18    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
      220    0.001    0.000    0.001    0.000 {method 'settimeout' of '_socket.socket' objects}
     6069    0.012    0.000    0.012    0.000 {method 'split' of 'str' objects}
   768767    0.800    0.000    0.800    0.000 {method 'startswith' of 'str' objects}
       36    0.000    0.000    0.000    0.000 {method 'startswith' of 'unicode' objects}
     7193    0.020    0.000    0.020    0.000 {method 'strip' of 'str' objects}
        3    0.000    0.000    0.000    0.000 {method 'strip' of 'unicode' objects}
      624    0.003    0.000    0.006    0.000 {method 'sub' of '_sre.SRE_Pattern' objects}
    15116    0.009    0.000    0.009    0.000 {method 'tell' of 'cStringIO.StringO' objects}
        9    0.000    0.000    0.000    0.000 {method 'title' of 'str' objects}
      145    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
       47    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
       42    0.000    0.000    0.000    0.000 {method 'update' of 'set' objects}
      211    0.001    0.000    0.001    0.000 {method 'upper' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 {method 'write' of '_io.BufferedWriter' objects}
      220    0.008    0.000    0.008    0.000 {method 'write' of '_ssl._SSLSocket' objects}
   186970    0.264    0.000    0.264    0.000 {method 'write' of 'cStringIO.StringO' objects}
