   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      217    0.006    0.000    2.226    0.010 httplib.py:1292(__init__)
     5280    0.014    0.000    0.019    0.000 httplib.py:257(addheader)
      220    0.092    0.000    3.626    0.016 httplib.py:271(readheaders)
      220    0.002    0.000    0.007    0.000 httplib.py:379(__init__)
      220    0.006    0.000    3.899    0.018 httplib.py:407(_read_status)
      220    0.013    0.000    7.578    0.034 httplib.py:446(begin)
      220    0.001    0.000    0.003    0.000 httplib.py:532(_check_close)
        6    0.000    0.000    0.006    0.001 httplib.py:562(close)
        6    0.000    0.000    0.006    0.001 httplib.py:579(read)
      220    0.005    0.000    0.006    0.000 httplib.py:736(__init__)
      220    0.001    0.000    0.002    0.000 httplib.py:781(_get_hostport)
        3    0.000    0.000    0.000    0.000 httplib.py:800(set_debuglevel)
      220    0.004    0.000    2.636    0.012 httplib.py:833(connect)
      220    0.001    0.000    0.002    0.000 httplib.py:841(close)
      220    0.004    0.000   10.648    0.048 httplib.py:855(send)
      666    0.002    0.000    0.002    0.000 httplib.py:875(_output)
      220    0.003    0.000   10.653    0.048 httplib.py:882(_send_output)
      220    0.003    0.000    0.004    0.000 httplib.py:903(putrequest)
        1    0.007    0.007    0.012    0.012 index_tricks.py:1(<module>)
        2    0.000    0.000    0.000    0.000 index_tricks.py:148(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:223(AxisConcatenator)
        3    0.000    0.000    0.000    0.000 index_tricks.py:242(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:352(RClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:447(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:452(CClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:470(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:475(ndenumerate)
        1    0.000    0.000    0.000    0.000 index_tricks.py:525(ndindex)
        1    0.000    0.000    0.000    0.000 index_tricks.py:603(IndexExpression)
        2    0.000    0.000    0.000    0.000 index_tricks.py:647(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:87(nd_grid)
        1    0.000    0.000    0.000    0.000 info.py:154(<module>)
        1    0.000    0.000    0.000    0.000 info.py:184(<module>)
        1    0.000    0.000    0.000    0.000 info.py:34(<module>)
        1    0.000    0.000    0.000    0.000 info.py:83(<module>)
        1    0.000    0.000    0.000    0.000 info.py:86(<module>)
       20    0.000    0.000    0.000    0.000 inspect.py:142(isfunction)
        1    0.031    0.031    0.093    0.093 inspect.py:25(<module>)
        1    0.000    0.000    0.000    0.000 inspect.py:630(EndOfBlock)
        1    0.000    0.000    0.000    0.000 inspect.py:632(BlockFinder)
       20    0.000    0.000    0.000    0.000 inspect.py:67(ismethod)
       20    0.000    0.000    0.000    0.000 inspect.py:804(getargspec)
        1    0.000    0.000    0.000    0.000 jhugendecaymcsample.py:1(<module>)
        1    0.000    0.000    0.000    0.000 jhugendecaymcsample.py:5(JHUGenDecayMCSample)
        1    0.000    0.000    0.002    0.002 jhugenjhugenanomalouscouplings.py:1(<module>)
       93    0.000    0.000    0.000    0.000 jhugenjhugenanomalouscouplings.py:27(tarballversion)
      124    0.007    0.000   19.748    0.159 jhugenjhugenanomalouscouplings.py:37(cvmfstarball_anyversion)
      192    0.001    0.000    0.003    0.000 jhugenjhugenanomalouscouplings.py:69(allsamples)
       31    0.000    0.000    0.000    0.000 jhugenjhugenanomalouscouplings.py:78(responsible)
        1    0.000    0.000    0.000    0.000 jhugenjhugenanomalouscouplings.py:8(JHUGenJHUGenAnomCoupMCSample)
        1    0.000    0.000    0.001    0.001 jhugenjhugenmassscanmcsample.py:1(<module>)
       36    0.000    0.000    0.000    0.000 jhugenjhugenmassscanmcsample.py:118(getmasses)
       78    0.000    0.000    0.001    0.000 jhugenjhugenmassscanmcsample.py:132(allsamples)
       12    0.000    0.000    0.000    0.000 jhugenjhugenmassscanmcsample.py:139(responsible)
        1    0.000    0.000    0.000    0.000 jhugenjhugenmassscanmcsample.py:8(JHUGenJHUGenMassScanMCSample)
        1    0.000    0.000    0.001    0.001 jhugenjhugenmcsample.py:1(<module>)
        1    0.000    0.000    0.000    0.000 jhugenjhugenmcsample.py:9(JHUGenJHUGenMCSample)
        1    0.000    0.000    0.000    0.000 jhugenmcsample.py:1(<module>)
        1    0.000    0.000    0.000    0.000 jhugenmcsample.py:5(JHUGenMCSample)
        1    0.000    0.000    0.000    0.000 laguerre.py:1765(Laguerre)
        1    0.000    0.000    0.000    0.000 laguerre.py:59(<module>)
        1    0.000    0.000    0.000    0.000 legendre.py:1795(Legendre)
        1    0.000    0.000    0.000    0.000 legendre.py:83(<module>)
        1    0.043    0.043    0.043    0.043 linalg.py:10(<module>)
        1    0.000    0.000    0.000    0.000 linalg.py:43(LinAlgError)
        1    0.000    0.000    0.000    0.000 linalg.py:76(_determine_error_states)
        1    0.000    0.000    0.001    0.001 loader.py:1(<module>)
        1    0.000    0.000    0.000    0.000 loader.py:38(TestLoader)
        1    0.000    0.000    0.000    0.000 machar.py:17(MachAr)
        1    0.000    0.000    0.000    0.000 machar.py:7(<module>)
        1    0.000    0.000    0.000    0.000 madgraphjhugenmcsample.py:1(<module>)
        1    0.000    0.000    0.000    0.000 madgraphjhugenmcsample.py:7(MadGraphJHUGenMCSample)
        1    0.000    0.000    0.000    0.000 madgraphmcsample.py:1(<module>)
        1    0.000    0.000    0.000    0.000 madgraphmcsample.py:137(ZZ2L2QMadGraphMCSample)
        6    0.000    0.000    0.000    0.000 madgraphmcsample.py:138(__init__)
      864    0.001    0.000    0.001    0.000 madgraphmcsample.py:142(identifiers)
        1    0.000    0.000    0.000    0.000 madgraphmcsample.py:157(tarballversion)
        2    0.000    0.000    0.000    0.000 madgraphmcsample.py:166(cvmfstarball_anyversion)
        2    0.000    0.000    0.000    0.000 madgraphmcsample.py:171(datasetname)
       12    0.000    0.000    0.000    0.000 madgraphmcsample.py:207(allsamples)
        1    0.000    0.000    0.000    0.000 madgraphmcsample.py:211(responsible)
        1    0.000    0.000    0.000    0.000 madgraphmcsample.py:7(MadGraphMCSample)
        1    0.001    0.001    0.003    0.003 main.py:1(<module>)
        1    0.000    0.000    0.000    0.000 main.py:63(TestProgram)
        1    0.037    0.037  198.825  198.825 makegridpacks.py:18(makegridpacks)
      922    0.001    0.000    0.001    0.000 makegridpacks.py:7(<lambda>)
        1    0.106    0.106    0.340    0.340 manageRequests.py:13(<module>)
        3    0.000    0.000    0.337    0.112 manageRequests.py:229(createLHEProducer)
        1    0.000    0.000    0.000    0.000 massscanmcsample.py:1(<module>)
   491524    0.477    0.000    0.477    0.000 massscanmcsample.py:13(identifiers)
      532    0.004    0.000    0.030    0.000 massscanmcsample.py:20(decaycard)
        1    0.000    0.000    0.000    0.000 massscanmcsample.py:7(MassScanMCSample)
     3319    0.029    0.000    0.036    0.000 massscanmcsample.py:8(__init__)
        1    0.000    0.000    0.001    0.001 mcfmanomalouscouplings.py:1(<module>)
      144    0.000    0.000    0.000    0.000 mcfmanomalouscouplings.py:133(getcouplings)
      720    0.001    0.000    0.001    0.000 mcfmanomalouscouplings.py:139(getwidths)
     1062    0.010    0.000    0.026    0.000 mcfmanomalouscouplings.py:146(allsamples)
   151712    0.151    0.000    0.151    0.000 mcfmanomalouscouplings.py:15(identifiers)
      176    0.000    0.000    0.000    0.000 mcfmanomalouscouplings.py:154(responsible)
      604    0.001    0.000    0.001    0.000 mcfmanomalouscouplings.py:29(widthtag)
      160    0.020    0.000    0.095    0.001 mcfmanomalouscouplings.py:56(tarballversion)
      318    0.005    0.000    0.032    0.000 mcfmanomalouscouplings.py:77(cvmfstarball_anyversion)
        1    0.000    0.000    0.000    0.000 mcfmanomalouscouplings.py:8(MCFMAnomCoupMCSample)
      604    0.004    0.000    0.010    0.000 mcfmanomalouscouplings.py:87(datasetname)
     1056    0.012    0.000    0.014    0.000 mcfmanomalouscouplings.py:9(__init__)
      604    0.001    0.000    0.001    0.000 mcfmanomalouscouplings.py:93(signalbkgbsitag)
      604    0.003    0.000    0.003    0.000 mcfmanomalouscouplings.py:99(datasetfinalstatetag)
        1    0.000    0.000    0.000    0.000 mcfmmcsample.py:2(<module>)
        1    0.000    0.000    0.000    0.000 mcfmmcsample.py:35(MCFMMCSample)
      302    0.000    0.000    0.000    0.000 mcfmmcsample.py:73(method)
      302    0.004    0.000    0.020    0.000 mcfmmcsample.py:80(tmptarball)
        1    0.000    0.000    0.000    0.000 mcmscripts_config.py:4(<module>)
        1    0.057    0.057    1.241    1.241 mcsamplebase.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mcsamplebase.py:10(MCSampleBase)
      369    0.003    0.000    0.017    0.000 mcsamplebase.py:101(__str__)
     2020    0.002    0.000    0.002    0.000 mcsamplebase.py:102(<genexpr>)
      368    0.003    0.000    6.725    0.018 mcsamplebase.py:109(foreostarball)
     5449    0.011    0.000    0.011    0.000 mcsamplebase.py:11(__init__)
       72    0.002    0.000    0.026    0.000 mcsamplebase.py:124(workdir)
      368    0.005    0.000    9.434    0.026 mcsamplebase.py:133(cvmfstarballexists)
   753585    0.683    0.000    0.683    0.000 mcsamplebase.py:14(year)
     1302    0.012    0.000   21.789    0.017 mcsamplebase.py:22(cvmfstarball)
       36    0.005    0.000    5.699    0.158 mcsamplebase.py:276(getsizeandtime)
      369    0.036    0.000   89.366    0.242 mcsamplebase.py:315(makegridpack)
        3    0.000    0.000    0.000    0.000 mcsamplebase.py:37(extensionnumber)
        3    0.000    0.000    0.000    0.000 mcsamplebase.py:402(keepoutput)
   749392    7.241    0.000   11.704    0.000 mcsamplebase.py:408(keys)
  3309742    2.971    0.000    2.971    0.000 mcsamplebase.py:410(<genexpr>)
   744053    0.585    0.000    0.585    0.000 mcsamplebase.py:412(default)
   735384    5.759    0.000   81.115    0.000 mcsamplebase.py:415(prepid)
      571    0.006    0.000    0.109    0.000 mcsamplebase.py:427(timeperevent)
        3    0.000    0.000    0.001    0.000 mcsamplebase.py:441(resettimeperevent)
        3    0.000    0.000    0.001    0.000 mcsamplebase.py:445(resettimeperevent)
      573    0.008    0.000    0.094    0.000 mcsamplebase.py:456(sizeperevent)
      708    0.017    0.000    0.501    0.001 mcsamplebase.py:469(matchefficiency)
     1968    0.023    0.000    0.326    0.000 mcsamplebase.py:482(matchefficiencynominal)
     2391    0.020    0.000    0.313    0.000 mcsamplebase.py:495(matchefficiencyerror)
      370    0.012    0.000    0.579    0.002 mcsamplebase.py:508(needsupdate)
        3    0.000    0.000    1.363    0.454 mcsamplebase.py:514(needsupdate)
        3    0.000    0.000    1.361    0.454 mcsamplebase.py:521(needsupdate)
      379    0.015    0.000    0.502    0.001 mcsamplebase.py:525(needsoptionreset)
      705    0.012    0.000    0.223    0.000 mcsamplebase.py:540(badprepid)
        3    0.000    0.000    0.000    0.000 mcsamplebase.py:55(genproductionscommitforfragment)
     1684    0.026    0.000    0.533    0.000 mcsamplebase.py:568(finished)
       11    0.000    0.000    0.005    0.000 mcsamplebase.py:614(nthreads)
        3    0.000    0.000    0.002    0.001 mcsamplebase.py:631(memory)
        3    0.000    0.000    0.000    0.000 mcsamplebase.py:635(filterefficiency)
        3    0.000    0.000    0.000    0.000 mcsamplebase.py:637(filterefficiencyerror)
        3    0.000    0.000   11.852    3.951 mcsamplebase.py:640(fullfragment)
        3    0.001    0.000   14.040    4.680 mcsamplebase.py:645(updaterequest)
        3    0.000    0.000    0.000    0.000 mcsamplebase.py:65(doublevalidationtime)
        3    0.000    0.000    0.000    0.000 mcsamplebase.py:69(notes)
      333    0.910    0.003   51.059    0.153 mcsamplebase.py:723(fullinfo)
        1    0.000    0.000    0.000    0.000 mcsamplebase.py:73(timepereventqueue)
     1391    0.009    0.000   51.177    0.037 mcsamplebase.py:744(approval)
     1402    0.004    0.000    0.059    0.000 mcsamplebase.py:747(status)
        5    0.000    0.000    0.000    0.000 mcsamplebase.py:77(dovalidation)
        1    0.000    0.000    0.000    0.000 mcsamplebase.py:774(MCSampleBase_DefaultCampaign)
     4048    0.022    0.000    0.138    0.000 mcsamplebase.py:99(__hash__)
        1    0.000    0.000    0.000    0.000 memmap.py:1(<module>)
        1    0.000    0.000    0.000    0.000 memmap.py:20(memmap)
      220    0.004    0.000    3.646    0.017 mimetools.py:24(__init__)
      220    0.004    0.000    0.007    0.000 mimetools.py:33(parsetype)
      220    0.003    0.000    0.004    0.000 mimetools.py:50(parseplist)
        1    0.000    0.000    0.000    0.000 minlomcsample.py:1(<module>)
        1    0.000    0.000    0.000    0.000 minlomcsample.py:10(MINLOMCSample)
       36    0.000    0.000    0.000    0.000 minlomcsample.py:11(__init__)
       48    0.000    0.000    0.001    0.000 minlomcsample.py:149(allsamples)
        3    0.000    0.000    0.000    0.000 minlomcsample.py:156(responsible)
     6267    0.016    0.000    0.018    0.000 minlomcsample.py:17(identifiers)
        7    0.000    0.000    0.000    0.000 minlomcsample.py:81(tarballversion)
       12    0.000    0.000    0.000    0.000 minlomcsample.py:92(cvmfstarball_anyversion)
        1    0.000    0.000    0.000    0.000 nanfunctions.py:21(<module>)
        1    0.000    0.000    0.000    0.000 nosetester.py:110(NoseTester)
       19    0.000    0.000    0.000    0.000 nosetester.py:152(__init__)
       19    0.000    0.000    0.001    0.000 nosetester.py:518(_numpy_tester)
        1    0.000    0.000    0.000    0.000 nosetester.py:6(<module>)
        1    0.083    0.083    0.084    0.084 npyio.py:1(<module>)
        1    0.000    0.000    0.000    0.000 npyio.py:104(NpzFile)
        1    0.000    0.000    0.000    0.000 npyio.py:40(BagObj)
        1    0.000    0.000    0.000    0.000 numbers.py:13(Number)
        1    0.000    0.000    0.000    0.000 numbers.py:169(Real)
        1    0.000    0.000    0.000    0.000 numbers.py:270(Rational)
        1    0.000    0.000    0.000    0.000 numbers.py:295(Integral)
        1    0.000    0.000    0.000    0.000 numbers.py:34(Complex)
        1    0.000    0.000    0.001    0.001 numbers.py:6(<module>)
        1    0.021    0.021    0.024    0.024 numeric.py:1(<module>)
        2    0.000    0.000    0.000    0.000 numeric.py:1964(set_string_function)
        2    0.000    0.000    0.000    0.000 numeric.py:2692(seterr)
        2    0.000    0.000    0.000    0.000 numeric.py:2792(geterr)
        1    0.000    0.000    0.000    0.000 numeric.py:3017(_unspecified)
        1    0.000    0.000    0.000    0.000 numeric.py:3022(errstate)
        1    0.000    0.000    0.000    0.000 numeric.py:3085(__init__)
        1    0.000    0.000    0.000    0.000 numeric.py:3089(__enter__)
        1    0.000    0.000    0.000    0.000 numeric.py:3094(__exit__)
        1    0.000    0.000    0.000    0.000 numeric.py:3100(_setdef)
        3    0.000    0.000    0.001    0.000 numeric.py:367(extend_all)
        1    0.000    0.000    0.000    0.000 numeric.py:76(ComplexWarning)
       72    0.000    0.000    0.000    0.000 numerictypes.py:127(english_lower)
       40    0.000    0.000    0.000    0.000 numerictypes.py:154(english_upper)
       14    0.000    0.000    0.000    0.000 numerictypes.py:181(english_capitalize)
       21    0.000    0.000    0.000    0.000 numerictypes.py:216(_evalname)
       26    0.000    0.000    0.000    0.000 numerictypes.py:229(bitname)
        1    0.000    0.000    0.000    0.000 numerictypes.py:285(_add_types)
        1    0.000    0.000    0.001    0.001 numerictypes.py:301(_add_aliases)
        1    0.000    0.000    0.000    0.000 numerictypes.py:338(_add_integer_aliases)
        1    0.000    0.000    0.000    0.000 numerictypes.py:379(_set_up_aliases)
        1    0.000    0.000    0.000    0.000 numerictypes.py:428(_construct_char_code_lookup)
       30    0.000    0.000    0.000    0.000 numerictypes.py:443(_add_array_type)
        1    0.001    0.001    0.001    0.001 numerictypes.py:451(_set_array_types)
        1    0.000    0.000    0.000    0.000 numerictypes.py:765(_typedict)
        1    0.000    0.000    0.000    0.000 numerictypes.py:781(_construct_lookups)
        1    0.001    0.001    0.004    0.004 numerictypes.py:82(<module>)
        1    0.000    0.000    0.000    0.000 numerictypes.py:957(_register_types)
      119    0.000    0.000    0.000    0.000 opcode.py:27(def_op)
       11    0.000    0.000    0.000    0.000 opcode.py:31(name_op)
        6    0.000    0.000    0.000    0.000 opcode.py:35(jrel_op)
        6    0.000    0.000    0.000    0.000 opcode.py:39(jabs_op)
        1    0.000    0.000    0.000    0.000 opcode.py:5(<module>)
       36    0.000    0.000    0.029    0.001 os.py:136(makedirs)
        2    0.000    0.000    0.000    0.000 os.py:472(__setitem__)
        2    0.000    0.000    0.000    0.000 os.py:496(__delitem__)
      340    0.001    0.000    0.004    0.000 os.py:512(getenv)
        1    0.000    0.000    0.000    0.000 patchmcfmgridpack.py:2(<module>)
        1    0.000    0.000    0.000    0.000 phantommcsample.py:1(<module>)
      168    0.001    0.000    0.002    0.000 phantommcsample.py:104(allsamples)
       27    0.000    0.000    0.000    0.000 phantommcsample.py:112(responsible)
    23328    0.025    0.000    0.025    0.000 phantommcsample.py:14(identifiers)
       27    0.000    0.000    0.000    0.000 phantommcsample.py:29(tarballversion)
       54    0.000    0.000    0.002    0.000 phantommcsample.py:41(cvmfstarball_anyversion)
       54    0.000    0.000    0.000    0.000 phantommcsample.py:46(datasetname)
       36    0.000    0.000    0.000    0.000 phantommcsample.py:52(signalbkgbsitag)
       36    0.000    0.000    0.000    0.000 phantommcsample.py:58(widthtag)
        1    0.000    0.000    0.000    0.000 phantommcsample.py:7(PhantomMCSample)
      162    0.001    0.000    0.001    0.000 phantommcsample.py:8(__init__)
        1    0.000    0.000    0.000    0.000 polynomial.py:1606(Polynomial)
        1    0.000    0.000    0.000    0.000 polynomial.py:22(RankWarning)
        1    0.001    0.001    0.051    0.051 polynomial.py:4(<module>)
        1    0.024    0.024    0.025    0.025 polynomial.py:56(<module>)
        1    0.000    0.000    0.000    0.000 polynomial.py:939(poly1d)
        1    0.000    0.000    0.000    0.000 polyutils.py:45(<module>)
        1    0.000    0.000    0.000    0.000 polyutils.py:58(RankWarning)
        1    0.000    0.000    0.000    0.000 polyutils.py:62(PolyError)
        1    0.000    0.000    0.000    0.000 polyutils.py:66(PolyDomainError)
        1    0.000    0.000    0.000    0.000 polyutils.py:79(PolyBase)
     1257    0.005    0.000    0.007    0.000 posixpath.py:112(basename)
       95    0.001    0.000    0.001    0.000 posixpath.py:120(dirname)
       15    0.000    0.000    0.007    0.000 posixpath.py:132(islink)
   744450    1.316    0.000    2.088    0.000 posixpath.py:251(expanduser)
        3    0.000    0.000    0.000    0.000 posixpath.py:329(normpath)
        3    0.000    0.000    0.000    0.000 posixpath.py:358(abspath)
       17    0.000    0.000    0.000    0.000 posixpath.py:44(normcase)
        3    0.000    0.000    0.000    0.000 posixpath.py:52(isabs)
     8594    0.067    0.000    0.112    0.000 posixpath.py:61(join)
       45    0.000    0.000    0.001    0.000 posixpath.py:82(split)
        1    0.000    0.000    0.003    0.003 powhegjhugenanomalouscouplings.py:1(<module>)
       86    0.000    0.000    0.000    0.000 powhegjhugenanomalouscouplings.py:10(powhegprocess)
        7    0.000    0.000    0.001    0.000 powhegjhugenanomalouscouplings.py:15(powhegcard)
        6    0.000    0.000    0.000    0.000 powhegjhugenanomalouscouplings.py:19(powhegcardusesscript)
       63    0.000    0.000    0.000    0.000 powhegjhugenanomalouscouplings.py:25(tarballversion)
       81    0.018    0.000    8.708    0.108 powhegjhugenanomalouscouplings.py:31(cvmfstarball_anyversion)
        3    0.000    0.000    0.000    0.000 powhegjhugenanomalouscouplings.py:42(tags)
        9    0.000    0.000    0.000    0.000 powhegjhugenanomalouscouplings.py:48(genproductionscommit)
        3    0.000    0.000    0.000    0.000 powhegjhugenanomalouscouplings.py:52(nfinalparticles)
      114    0.001    0.000    0.002    0.000 powhegjhugenanomalouscouplings.py:57(allsamples)
       18    0.000    0.000    0.000    0.000 powhegjhugenanomalouscouplings.py:66(responsible)
        1    0.000    0.000    0.000    0.000 powhegjhugenanomalouscouplings.py:9(POWHEGJHUGenAnomCoupMCSample)
        1    0.000    0.000    0.000    0.000 powhegjhugenlifetime.py:1(<module>)
        1    0.000    0.000    0.000    0.000 powhegjhugenlifetime.py:10(POWHEGJHUGenLifetimeMCSample)
       18    0.000    0.000    0.000    0.000 powhegjhugenlifetime.py:11(__init__)
     2673    0.003    0.000    0.003    0.000 powhegjhugenlifetime.py:17(identifiers)
        9    0.000    0.000    0.000    0.000 powhegjhugenlifetime.py:43(tarballversion)
       12    0.001    0.000    0.001    0.000 powhegjhugenlifetime.py:52(cvmfstarball_anyversion)
       12    0.000    0.000    0.000    0.000 powhegjhugenlifetime.py:61(datasetname)
       24    0.000    0.000    0.000    0.000 powhegjhugenlifetime.py:84(allsamples)
        3    0.000    0.000    0.000    0.000 powhegjhugenlifetime.py:89(responsible)
        1    0.000    0.000    0.001    0.001 powhegjhugenmassscanmcsample.py:1(<module>)
     3676    0.005    0.000    0.005    0.000 powhegjhugenmassscanmcsample.py:10(powhegprocess)
     1104    0.035    0.000    6.978    0.006 powhegjhugenmassscanmcsample.py:102(cvmfstarball_anyversion)
      108    0.001    0.000    0.001    0.000 powhegjhugenmassscanmcsample.py:204(getmasses)
     1251    0.039    0.000    6.883    0.006 powhegjhugenmassscanmcsample.py:22(powhegcard)
     3210    0.033    0.000    0.067    0.000 powhegjhugenmassscanmcsample.py:222(allsamples)
      534    0.001    0.000    0.001    0.000 powhegjhugenmassscanmcsample.py:230(responsible)
      496    0.001    0.000    0.001    0.000 powhegjhugenmassscanmcsample.py:54(reweightdecay)
      828    0.010    0.000    0.012    0.000 powhegjhugenmassscanmcsample.py:79(tarballversion)
        1    0.000    0.000    0.000    0.000 powhegjhugenmassscanmcsample.py:9(POWHEGJHUGenMassScanMCSample)
        1    0.000    0.000    0.002    0.002 powhegjhugenmcsample.py:1(<module>)
      144    0.001    0.000    0.018    0.000 powhegjhugenmcsample.py:12(foldernameforrunpwg)
        3    0.001    0.000   11.147    3.716 powhegjhugenmcsample.py:16(cardsurl)
        1    0.000    0.000    0.000    0.000 powhegjhugenmcsample.py:8(POWHEGJHUGenMCSample)
        1    0.000    0.000    0.001    0.001 powhegmcsample.py:1(<module>)
        3    0.015    0.005    8.684    2.895 powhegmcsample.py:140(cardsurl)
      144    0.001    0.000    0.017    0.000 powhegmcsample.py:16(foldernameforrunpwg)
      963    0.001    0.000    0.001    0.000 powhegmcsample.py:167(<genexpr>)
      120    0.000    0.000    0.000    0.000 powhegmcsample.py:170(<genexpr>)
      999    0.001    0.000    0.001    0.000 powhegmcsample.py:181(<genexpr>)
      120    0.000    0.000    0.000    0.000 powhegmcsample.py:184(<genexpr>)
        3    0.000    0.000    0.000    0.000 powhegmcsample.py:198(generators)
        3    0.000    0.000    0.000    0.000 powhegmcsample.py:202(fragmentname)
        1    0.000    0.000    0.000    0.000 powhegmcsample.py:215(AlternateWeight)
       72    0.001    0.000    0.020    0.000 powhegmcsample.py:23(tmptarball)
        1    0.000    0.000    0.000    0.000 powhegmcsample.py:7(POWHEGMCSample)
        1    0.000    0.000    0.000    0.000 pprint.py:35(<module>)
        1    0.000    0.000    0.000    0.000 pprint.py:84(PrettyPrinter)
        1    0.000    0.000    0.001    0.001 prunepwgrwl.py:3(<module>)
        1    0.000    0.000    0.000    0.000 prunepwgrwl.py:9(AlternateWeight)
        1    0.023    0.023    0.023    0.023 py3k.py:4(<module>)
        1    0.000    0.000    0.002    0.002 py3k.py:75(sixu)
        1    0.000    0.000    0.001    0.001 pythiavariationsample.py:1(<module>)
      276    0.006    0.000    0.331    0.001 pythiavariationsample.py:10(__init__)
        1    0.000    0.000    0.000    0.000 pythiavariationsample.py:109(ExtensionSample)
      144    0.002    0.000    0.239    0.002 pythiavariationsample.py:110(__init__)
        1    0.000    0.000    0.000    0.000 pythiavariationsample.py:125(RedoSample)
        1    0.000    0.000    0.000    0.000 pythiavariationsample.py:129(RunIIFall17DRPremix_nonsubmitted)
      147    0.022    0.000   84.646    0.576 pythiavariationsample.py:130(allsamples)
       45    0.000    0.000    0.000    0.000 pythiavariationsample.py:141(<lambda>)
   736926    2.579    0.000   83.485    0.000 pythiavariationsample.py:142(<genexpr>)
       48    0.000    0.000    0.000    0.000 pythiavariationsample.py:150(responsible)
        1    0.000    0.000    0.000    0.000 pythiavariationsample.py:154(PythiaVariationSample)
       22    0.000    0.000    0.000    0.000 pythiavariationsample.py:200(responsible)
        1    0.000    0.000    0.000    0.000 pythiavariationsample.py:204(dovalidation)
       54    0.000    0.000    0.001    0.000 pythiavariationsample.py:209(nominalsamples)
      138    0.001    0.000    0.147    0.001 pythiavariationsample.py:217(allsamples)
20362/20082    0.049    0.000    0.070    0.000 pythiavariationsample.py:24(identifiers)
  169/154    0.001    0.000    0.038    0.000 pythiavariationsample.py:27(tarballversion)
  228/208    0.001    0.000   23.656    0.114 pythiavariationsample.py:30(cvmfstarball_anyversion)
        1    0.000    0.000    0.000    0.000 pythiavariationsample.py:9(VariationSample)
        1    0.000    0.000    0.000    0.000 qqZZmcsample.py:1(<module>)
       18    0.000    0.000    0.000    0.000 qqZZmcsample.py:115(allsamples)
        2    0.000    0.000    0.000    0.000 qqZZmcsample.py:119(responsible)
     1788    0.003    0.000    0.003    0.000 qqZZmcsample.py:13(identifiers)
        6    0.000    0.000    0.000    0.000 qqZZmcsample.py:45(tarballversion)
        8    0.000    0.000    0.000    0.000 qqZZmcsample.py:53(cvmfstarball_anyversion)
        1    0.000    0.000    0.000    0.000 qqZZmcsample.py:8(QQZZMCSample)
       12    0.000    0.000    0.000    0.000 qqZZmcsample.py:9(__init__)
        5    0.000    0.000    0.001    0.000 queues.py:10(approve)
        5    0.000    0.000    0.001    0.000 queues.py:13(validate)
        1    0.005    0.005    1.829    1.829 queues.py:15(__exit__)
        1    0.000    0.000    0.000    0.000 queues.py:23(__enter__)
        1    0.000    0.000    0.000    0.000 queues.py:29(__exit__)
        1    0.000    0.000    0.000    0.000 queues.py:36(__enter__)
        1    0.000    0.000    0.000    0.000 queues.py:42(__exit__)
        1    0.000    0.000    0.000    0.000 queues.py:7(__enter__)
        2    0.000    0.000    0.004    0.002 random.py:100(seed)
       60    0.000    0.000    0.001    0.000 random.py:273(choice)
        2    0.000    0.000    0.004    0.002 random.py:91(__init__)
       34    0.001    0.000    0.006    0.000 re.py:138(match)
      621    0.001    0.000    0.011    0.000 re.py:148(sub)
      692    0.002    0.000    0.057    0.000 re.py:192(compile)
     1325    0.010    0.000    0.012    0.000 re.py:208(escape)
     1347    0.007    0.000    0.062    0.000 re.py:230(_compile)
      234    0.000    0.000    0.001    0.000 re.py:264(_compile_repl)
      234    0.000    0.000    0.001    0.000 re.py:284(_subx)
       12    0.001    0.000    0.002    0.000 re.py:290(filter)
        1    0.000    0.000    0.000    0.000 records.py:215(record)
        1    0.000    0.000    0.000    0.000 records.py:298(recarray)
        1    0.000    0.000    0.000    0.000 records.py:36(<module>)
        1    0.000    0.000    0.000    0.000 records.py:83(format_parser)
        1    0.000    0.000    0.000    0.000 requestClass.py:9(<module>)
        1    0.000    0.000    0.000    0.000 requestClass.py:9(Request)
      337    0.004    0.000    0.130    0.000 rest.py:11(__init__)
      340    0.006    0.000    0.010    0.000 rest.py:128(__clear)
      340    0.006    0.000    0.018    0.000 rest.py:133(__response)
      336    0.009    0.000   50.100    0.149 rest.py:142(get)
        3    0.000    0.000    0.291    0.097 rest.py:162(update)
        3    0.000    0.000    0.291    0.097 rest.py:170(put)
        1    0.000    0.000    1.821    1.821 rest.py:181(approve)
      337    0.046    0.000    0.126    0.000 rest.py:25(__connect)
      337    0.019    0.000   51.912    0.154 rest.py:63(__get)
        3    0.000    0.000    0.291    0.097 rest.py:84(__put)
        1    0.016    0.016    0.017    0.017 result.py:1(<module>)
        3    0.000    0.000    0.000    0.000 result.py:14(failfast)
        1    0.000    0.000    0.000    0.000 result.py:26(TestResult)
