Found a cookie file at /afs/cern.ch/user/p/pgunnell/private/prod-cookie.txt. Make sure it's not expired!
Using sso-cookie file /afs/cern.ch/user/p/pgunnell/private/prod-cookie.txt
Dataset name                                   PrepID root request                                         Link to PrepID root request
WZZ_TuneCP5_13TeV-amcatnlo-pythia8    SMP-RunIIFall17wmLHEGS-00027    https://cms-pdmv.cern.ch/mcm/requests?prepid=SMP-RunIIFall17wmLHEGS-00027
ZZZ_TuneCP5_13TeV-amcatnlo-pythia8    SMP-RunIIFall17wmLHEGS-00028    https://cms-pdmv.cern.ch/mcm/requests?prepid=SMP-RunIIFall17wmLHEGS-00028
WJetsToLNu_1J_TuneCP5_13TeV-amcatnloFXFX-pythia8    SMP-RunIIFall17wmLHEGS-00023    https://cms-pdmv.cern.ch/mcm/requests?prepid=SMP-RunIIFall17wmLHEGS-00023
WJetsToLNu_2J_TuneCP5_13TeV-amcatnloFXFX-pythia8    SMP-RunIIFall17wmLHEGS-00024    https://cms-pdmv.cern.ch/mcm/requests?prepid=SMP-RunIIFall17wmLHEGS-00024
GJets_SM_5f_TuneCP5_EWK_13TeV-madgraph-pythia8    SMP-RunIIFall17wmLHEGS-00009    https://cms-pdmv.cern.ch/mcm/requests?prepid=SMP-RunIIFall17wmLHEGS-00009
TTJets_SingleLeptFromT_TuneCP5_13TeV-madgraphMLM-pythia8    SUS-RunIIFall17wmLHEGS-00019    https://cms-pdmv.cern.ch/mcm/requests?prepid=SUS-RunIIFall17wmLHEGS-00019
WWTo1L1Nu2Q_13TeV_amcatnloFXFX_madspin_pythia8    SUS-RunIIFall17wmLHEGS-00020    https://cms-pdmv.cern.ch/mcm/requests?prepid=SUS-RunIIFall17wmLHEGS-00020
WZG_TuneCP5_13TeV-amcatnlo-pythia8    SUS-RunIIFall17wmLHEGS-00027    https://cms-pdmv.cern.ch/mcm/requests?prepid=SUS-RunIIFall17wmLHEGS-00027
DYJetsToLL_M-4to50_HT-100to200_TuneCP5_13TeV-madgraphMLM-pythia8    SUS-RunIIFall17wmLHEGS-00047    https://cms-pdmv.cern.ch/mcm/requests?prepid=SUS-RunIIFall17wmLHEGS-00047
DYJetsToLL_M-4to50_HT-400to600_TuneCP5_13TeV-madgraphMLM-pythia8    SUS-RunIIFall17wmLHEGS-00049    https://cms-pdmv.cern.ch/mcm/requests?prepid=SUS-RunIIFall17wmLHEGS-00049
DYJetsToLL_M-50_HT-100to200_TuneCP5_13TeV-madgraphMLM-pythia8    SUS-RunIIFall17wmLHEGS-00051    https://cms-pdmv.cern.ch/mcm/requests?prepid=SUS-RunIIFall17wmLHEGS-00051
DYJetsToLL_M-50_HT-200to400_TuneCP5_13TeV-madgraphMLM-pythia8    SUS-RunIIFall17wmLHEGS-00052    https://cms-pdmv.cern.ch/mcm/requests?prepid=SUS-RunIIFall17wmLHEGS-00052
DYJetsToLL_M-50_HT-400to600_TuneCP5_13TeV-madgraphMLM-pythia8    SUS-RunIIFall17wmLHEGS-00053    https://cms-pdmv.cern.ch/mcm/requests?prepid=SUS-RunIIFall17wmLHEGS-00053
ST_tW_antitop_5f_NoFullyHadronicDecays_TuneCP5_13TeV-powheg-pythia8    SUS-RunIIFall17wmLHEGS-00055    https://cms-pdmv.cern.ch/mcm/requests?prepid=SUS-RunIIFall17wmLHEGS-00055
WWToLNuQQ_NNPDF31_TuneCP5_13TeV-powheg-pythia8    SUS-RunIIFall17wmLHEGS-00056    https://cms-pdmv.cern.ch/mcm/requests?prepid=SUS-RunIIFall17wmLHEGS-00056
ST_FCNC-TA_Tleptonic_kappa_aut-Madgraph5-pythia8    TOP-RunIIFall17wmLHEGS-00082    https://cms-pdmv.cern.ch/mcm/requests?prepid=TOP-RunIIFall17wmLHEGS-00082
ST_FCNC-TA_Tleptonic_kappa_act-Madgraph5-pythia8    TOP-RunIIFall17wmLHEGS-00083    https://cms-pdmv.cern.ch/mcm/requests?prepid=TOP-RunIIFall17wmLHEGS-00083
ST_FCNC-TLL_Tleptonic_kappa_zut-Madgraph5-pythia8    TOP-RunIIFall17wmLHEGS-00084    https://cms-pdmv.cern.ch/mcm/requests?prepid=TOP-RunIIFall17wmLHEGS-00084
ST_FCNC-TLL_Tleptonic_kappa_zct-Madgraph5-pythia8    TOP-RunIIFall17wmLHEGS-00085    https://cms-pdmv.cern.ch/mcm/requests?prepid=TOP-RunIIFall17wmLHEGS-00085
ST_FCNC-TLL_Tleptonic_zeta_zut-MadGraph5-pythia8    TOP-RunIIFall17wmLHEGS-00086    https://cms-pdmv.cern.ch/mcm/requests?prepid=TOP-RunIIFall17wmLHEGS-00086
ST_FCNC-TLL_Tleptonic_zeta_zct-MadGraph5-pythia8    TOP-RunIIFall17wmLHEGS-00087    https://cms-pdmv.cern.ch/mcm/requests?prepid=TOP-RunIIFall17wmLHEGS-00087
ST_FCNC-TLL_Thadronic_kappa_zut-MadGraph5-pythia8    TOP-RunIIFall17wmLHEGS-00088    https://cms-pdmv.cern.ch/mcm/requests?prepid=TOP-RunIIFall17wmLHEGS-00088
ST_FCNC-TLL_Thadronic_kappa_zct-MadGraph5-pythia8    TOP-RunIIFall17wmLHEGS-00089    https://cms-pdmv.cern.ch/mcm/requests?prepid=TOP-RunIIFall17wmLHEGS-00089
ST_FCNC-TLL_Thadronic_zeta_zut-MadGraph5-pythia8    TOP-RunIIFall17wmLHEGS-00090    https://cms-pdmv.cern.ch/mcm/requests?prepid=TOP-RunIIFall17wmLHEGS-00090
ST_FCNC-TLL_Thadronic_zeta_zct-MadGraph5-pythia8    TOP-RunIIFall17wmLHEGS-00091    https://cms-pdmv.cern.ch/mcm/requests?prepid=TOP-RunIIFall17wmLHEGS-00091
ST_FCNC-TH_Tleptonic_HToaa_eta_hct-MadGraph5-pythia8    TOP-RunIIFall17wmLHEGS-00092    https://cms-pdmv.cern.ch/mcm/requests?prepid=TOP-RunIIFall17wmLHEGS-00092
ST_FCNC-TH_Tleptonic_HTobb_eta_hut-MadGraph5-pythia8    TOP-RunIIFall17wmLHEGS-00093    https://cms-pdmv.cern.ch/mcm/requests?prepid=TOP-RunIIFall17wmLHEGS-00093
ST_FCNC-TH_Tleptonic_HTobb_eta_hct-MadGraph5-pythia8    TOP-RunIIFall17wmLHEGS-00094    https://cms-pdmv.cern.ch/mcm/requests?prepid=TOP-RunIIFall17wmLHEGS-00094
ST_FCNC-TH_Tleptonic_HToWWZZtautau_eta_hut-MadGraph5-pythia8    TOP-RunIIFall17wmLHEGS-00095    https://cms-pdmv.cern.ch/mcm/requests?prepid=TOP-RunIIFall17wmLHEGS-00095
ST_FCNC-TH_Tleptonic_HToWWZZtautau_eta_hct-MadGraph5-pythia8    TOP-RunIIFall17wmLHEGS-00096    https://cms-pdmv.cern.ch/mcm/requests?prepid=TOP-RunIIFall17wmLHEGS-00096
ST_FCNC-T_Tleptonic_kappa_gut-MadGraph5-pythia8    TOP-RunIIFall17wmLHEGS-00097    https://cms-pdmv.cern.ch/mcm/requests?prepid=TOP-RunIIFall17wmLHEGS-00097
ST_FCNC-T_Tleptonic_kappa_gct-MadGraph5-pythia8    TOP-RunIIFall17wmLHEGS-00098    https://cms-pdmv.cern.ch/mcm/requests?prepid=TOP-RunIIFall17wmLHEGS-00098
ST_FCNC-TH_Tleptonic_HToaa_eta_hut-MadGraph5-pythia8    TOP-RunIIFall17wmLHEGS-00099    https://cms-pdmv.cern.ch/mcm/requests?prepid=TOP-RunIIFall17wmLHEGS-00099
ST_FCNC-TH_Thadronic_HToaa_eta_hut-MadGraph5-pythia8    TOP-RunIIFall17wmLHEGS-00100    https://cms-pdmv.cern.ch/mcm/requests?prepid=TOP-RunIIFall17wmLHEGS-00100
ST_FCNC-TH_Thadronic_HToaa_eta_hct-MadGraph5-pythia8    TOP-RunIIFall17wmLHEGS-00101    https://cms-pdmv.cern.ch/mcm/requests?prepid=TOP-RunIIFall17wmLHEGS-00101
TTTo2L2Nu_widthx0p7_TuneCP5_13TeV-powheg-pythia8    TOP-RunIIFall17wmLHEGS-00102    https://cms-pdmv.cern.ch/mcm/requests?prepid=TOP-RunIIFall17wmLHEGS-00102
TTToSemiLeptonic_widthx0p7_TuneCP5_13TeV-powheg-pythia8    TOP-RunIIFall17wmLHEGS-00103    https://cms-pdmv.cern.ch/mcm/requests?prepid=TOP-RunIIFall17wmLHEGS-00103
TTTo2L2Nu_widthx0p85_TuneCP5_13TeV-powheg-pythia8    TOP-RunIIFall17wmLHEGS-00104    https://cms-pdmv.cern.ch/mcm/requests?prepid=TOP-RunIIFall17wmLHEGS-00104
TTTo2L2Nu_widthx1p15_TuneCP5_13TeV-powheg-pythia8    TOP-RunIIFall17wmLHEGS-00106    https://cms-pdmv.cern.ch/mcm/requests?prepid=TOP-RunIIFall17wmLHEGS-00106
TTToSemiLeptonic_widthx1p15_TuneCP5_13TeV-powheg-pythia8    TOP-RunIIFall17wmLHEGS-00107    https://cms-pdmv.cern.ch/mcm/requests?prepid=TOP-RunIIFall17wmLHEGS-00107
TTTo2L2Nu_widthx1p3_TuneCP5_13TeV-powheg-pythia8    TOP-RunIIFall17wmLHEGS-00108    https://cms-pdmv.cern.ch/mcm/requests?prepid=TOP-RunIIFall17wmLHEGS-00108
TTToSemiLeptonic_widthx1p3_TuneCP5_13TeV-powheg-pythia8    TOP-RunIIFall17wmLHEGS-00109    https://cms-pdmv.cern.ch/mcm/requests?prepid=TOP-RunIIFall17wmLHEGS-00109
ST_t-channel_antitop_5f_TuneCP5_PSweights_13TeV-powheg-pythia8    TOP-RunIIFall17wmLHEGS-00025    https://cms-pdmv.cern.ch/mcm/requests?prepid=TOP-RunIIFall17wmLHEGS-00025
ST_t-channel_top_5f_TuneCP5_13TeV-powheg-pythia8    TOP-RunIIFall17wmLHEGS-00026    https://cms-pdmv.cern.ch/mcm/requests?prepid=TOP-RunIIFall17wmLHEGS-00026
