Found a cookie file at /afs/cern.ch/user/p/pgunnell/private/prod-cookie.txt. Make sure it's not expired!
Using sso-cookie file /afs/cern.ch/user/p/pgunnell/private/prod-cookie.txt
Dataset name                                   PrepID root request                                         Link to PrepID root request
DY2JetsToLL_M-50_LHEZpT_400-inf_TuneCP5_13TeV-amcnloFXFX-pythia8    HIG-RunIIFall17wmLHEGS-00606    https://cms-pdmv.cern.ch/mcm/requests?prepid=HIG-RunIIFall17wmLHEGS-00606
GluGluHToZZTo4L_M125_13TeV_powheg2_JHUGenV7011_pythia8    HIG-RunIIFall17wmLHEGS-00607    https://cms-pdmv.cern.ch/mcm/requests?prepid=HIG-RunIIFall17wmLHEGS-00607
VBF_HToZZTo4L_M125_13TeV_powheg2_JHUGenV7011_pythia8    HIG-RunIIFall17wmLHEGS-00608    https://cms-pdmv.cern.ch/mcm/requests?prepid=HIG-RunIIFall17wmLHEGS-00608
WplusH_HToZZTo4L_M125_13TeV_powheg2-minlo-HWJ_JHUGenV7011_pythia8    HIG-RunIIFall17wmLHEGS-00610    https://cms-pdmv.cern.ch/mcm/requests?prepid=HIG-RunIIFall17wmLHEGS-00610
WminusH_HToZZTo4L_M125_13TeV_powheg2-minlo-HWJ_JHUGenV7011_pythia8    HIG-RunIIFall17wmLHEGS-00611    https://cms-pdmv.cern.ch/mcm/requests?prepid=HIG-RunIIFall17wmLHEGS-00611
ttH_HToZZ_4LFilter_M125_13TeV_powheg2_JHUGenV7011_pythia8    HIG-RunIIFall17wmLHEGS-00612    https://cms-pdmv.cern.ch/mcm/requests?prepid=HIG-RunIIFall17wmLHEGS-00612
Z1JetsToNuNu_M-50_LHEZpT_150-250_TuneCP5_13TeV-amcnloFXFX-pythia8    HIG-RunIIFall17wmLHEGS-00613    https://cms-pdmv.cern.ch/mcm/requests?prepid=HIG-RunIIFall17wmLHEGS-00613
Z1JetsToNuNu_M-50_LHEZpT_250-400_TuneCP5_13TeV-amcnloFXFX-pythia8    HIG-RunIIFall17wmLHEGS-00616    https://cms-pdmv.cern.ch/mcm/requests?prepid=HIG-RunIIFall17wmLHEGS-00616
Z1JetsToNuNu_M-50_LHEZpT_400-inf_TuneCP5_13TeV-amcnloFXFX-pythia8    HIG-RunIIFall17wmLHEGS-00617    https://cms-pdmv.cern.ch/mcm/requests?prepid=HIG-RunIIFall17wmLHEGS-00617
Z2JetsToNuNU_M-50_LHEZpT_400-inf_TuneCP5_13TeV-amcnloFXFX-pythia8    HIG-RunIIFall17wmLHEGS-00622    https://cms-pdmv.cern.ch/mcm/requests?prepid=HIG-RunIIFall17wmLHEGS-00622
W1JetsToLNu_LHEWpT_250-400_TuneCP5_13TeV-amcnloFXFX-pythia8    HIG-RunIIFall17wmLHEGS-00626    https://cms-pdmv.cern.ch/mcm/requests?prepid=HIG-RunIIFall17wmLHEGS-00626
THQ_ctcvcp_HToGG_M125_13TeV-madgraph-pythia8_TuneCP5    HIG-RunIIFall17wmLHEGS-00642    https://cms-pdmv.cern.ch/mcm/requests?prepid=HIG-RunIIFall17wmLHEGS-00642
THW_ctcvcp_HToGG_M125_13TeV-madgraph-pythia8_TuneCP5    HIG-RunIIFall17wmLHEGS-00643    https://cms-pdmv.cern.ch/mcm/requests?prepid=HIG-RunIIFall17wmLHEGS-00643
JJHiggs0PMToZZTo4L_M125_13TeV_JHUGenV7011_pythia8    HIG-RunIIFall17wmLHEGS-00646    https://cms-pdmv.cern.ch/mcm/requests?prepid=HIG-RunIIFall17wmLHEGS-00646
JJHiggs0MToZZTo4L_M125_13TeV_JHUGenV7011_pythia8    HIG-RunIIFall17wmLHEGS-00647    https://cms-pdmv.cern.ch/mcm/requests?prepid=HIG-RunIIFall17wmLHEGS-00647
JJHiggs0Mf05ph0ToZZTo4L_M125_13TeV_JHUGenV7011_pythia8    HIG-RunIIFall17wmLHEGS-00648    https://cms-pdmv.cern.ch/mcm/requests?prepid=HIG-RunIIFall17wmLHEGS-00648
VBFHiggs0L1ToZZTo4L_M125_13TeV_JHUGenV7011_pythia8    HIG-RunIIFall17wmLHEGS-00649    https://cms-pdmv.cern.ch/mcm/requests?prepid=HIG-RunIIFall17wmLHEGS-00649
VBFHiggs0L1ZgToZZTo4L_M125_13TeV_JHUGenV7011_pythia8    HIG-RunIIFall17wmLHEGS-00650    https://cms-pdmv.cern.ch/mcm/requests?prepid=HIG-RunIIFall17wmLHEGS-00650
VBFHiggs0L1f05ph0ToZZTo4L_M125_13TeV_JHUGenV7011_pythia8    HIG-RunIIFall17wmLHEGS-00652    https://cms-pdmv.cern.ch/mcm/requests?prepid=HIG-RunIIFall17wmLHEGS-00652
VBFHiggs0PMToZZTo4L_M125_13TeV_JHUGenV7011_pythia8    HIG-RunIIFall17wmLHEGS-00653    https://cms-pdmv.cern.ch/mcm/requests?prepid=HIG-RunIIFall17wmLHEGS-00653
VBFHiggs0PHf05ph0ToZZTo4L_M125_13TeV_JHUGenV7011_pythia8    HIG-RunIIFall17wmLHEGS-00655    https://cms-pdmv.cern.ch/mcm/requests?prepid=HIG-RunIIFall17wmLHEGS-00655
VBFHiggs0Mf05ph0ToZZTo4L_M125_13TeV_JHUGenV7011_pythia8    HIG-RunIIFall17wmLHEGS-00657    https://cms-pdmv.cern.ch/mcm/requests?prepid=HIG-RunIIFall17wmLHEGS-00657
WHiggs0L1ToZZTo4L_M125_13TeV_JHUGenV7011_pythia8    HIG-RunIIFall17wmLHEGS-00658    https://cms-pdmv.cern.ch/mcm/requests?prepid=HIG-RunIIFall17wmLHEGS-00658
WHiggs0L1f05ph0ToZZTo4L_M125_13TeV_JHUGenV7011_pythia8    HIG-RunIIFall17wmLHEGS-00659    https://cms-pdmv.cern.ch/mcm/requests?prepid=HIG-RunIIFall17wmLHEGS-00659
WHiggs0PMToZZTo4L_M125_13TeV_JHUGenV7011_pythia8    HIG-RunIIFall17wmLHEGS-00660    https://cms-pdmv.cern.ch/mcm/requests?prepid=HIG-RunIIFall17wmLHEGS-00660
WHiggs0PHToZZTo4L_M125_13TeV_JHUGenV7011_pythia8    HIG-RunIIFall17wmLHEGS-00661    https://cms-pdmv.cern.ch/mcm/requests?prepid=HIG-RunIIFall17wmLHEGS-00661
WHiggs0PHf05ph0ToZZTo4L_M125_13TeV_JHUGenV7011_pythia8    HIG-RunIIFall17wmLHEGS-00662    https://cms-pdmv.cern.ch/mcm/requests?prepid=HIG-RunIIFall17wmLHEGS-00662
WHiggs0MToZZTo4L_M125_13TeV_JHUGenV7011_pythia8    HIG-RunIIFall17wmLHEGS-00663    https://cms-pdmv.cern.ch/mcm/requests?prepid=HIG-RunIIFall17wmLHEGS-00663
WHiggs0Mf05ph0ToZZTo4L_M125_13TeV_JHUGenV7011_pythia8    HIG-RunIIFall17wmLHEGS-00664    https://cms-pdmv.cern.ch/mcm/requests?prepid=HIG-RunIIFall17wmLHEGS-00664
Higgs0L1ToZZTo4L_M125_13TeV_powheg2_JHUGenV7011_pythia8    HIG-RunIIFall17wmLHEGS-00665    https://cms-pdmv.cern.ch/mcm/requests?prepid=HIG-RunIIFall17wmLHEGS-00665
Higgs0L1ZgToZZTo4L_M125_13TeV_powheg2_JHUGenV7011_pythia8    HIG-RunIIFall17wmLHEGS-00666    https://cms-pdmv.cern.ch/mcm/requests?prepid=HIG-RunIIFall17wmLHEGS-00666
Higgs0L1Zgf05ph0ToZZTo4L_M125_13TeV_powheg2_JHUGenV7011_pythia8    HIG-RunIIFall17wmLHEGS-00667    https://cms-pdmv.cern.ch/mcm/requests?prepid=HIG-RunIIFall17wmLHEGS-00667
Higgs0L1f05ph0ToZZTo4L_M125_13TeV_powheg2_JHUGenV7011_pythia8    HIG-RunIIFall17wmLHEGS-00668    https://cms-pdmv.cern.ch/mcm/requests?prepid=HIG-RunIIFall17wmLHEGS-00668
Higgs0PMToZZTo4L_M125_13TeV_powheg2_JHUGenV7011_pythia8    HIG-RunIIFall17wmLHEGS-00669    https://cms-pdmv.cern.ch/mcm/requests?prepid=HIG-RunIIFall17wmLHEGS-00669
Higgs0PHToZZTo4L_M125_13TeV_powheg2_JHUGenV7011_pythia8    HIG-RunIIFall17wmLHEGS-00670    https://cms-pdmv.cern.ch/mcm/requests?prepid=HIG-RunIIFall17wmLHEGS-00670
Higgs0PHf05ph0ToZZTo4L_M125_13TeV_powheg2_JHUGenV7011_pythia8    HIG-RunIIFall17wmLHEGS-00671    https://cms-pdmv.cern.ch/mcm/requests?prepid=HIG-RunIIFall17wmLHEGS-00671
Higgs0MToZZTo4L_M125_13TeV_powheg2_JHUGenV7011_pythia8    HIG-RunIIFall17wmLHEGS-00672    https://cms-pdmv.cern.ch/mcm/requests?prepid=HIG-RunIIFall17wmLHEGS-00672
Higgs0Mf05ph0ToZZTo4L_M125_13TeV_powheg2_JHUGenV7011_pythia8    HIG-RunIIFall17wmLHEGS-00673    https://cms-pdmv.cern.ch/mcm/requests?prepid=HIG-RunIIFall17wmLHEGS-00673
ZGGJets_ZToHadOrNu_5f_LO_madgraph_pythia8    HIG-RunIIFall17wmLHEGS-00828    https://cms-pdmv.cern.ch/mcm/requests?prepid=HIG-RunIIFall17wmLHEGS-00828
ZGGJetsToLLGG_5f_LO_amcatnloMLM_pythia8    HIG-RunIIFall17wmLHEGS-00829    https://cms-pdmv.cern.ch/mcm/requests?prepid=HIG-RunIIFall17wmLHEGS-00829
WGGJets_TuneCP5_13TeV_madgraphMLM_pythia8    HIG-RunIIFall17wmLHEGS-00830    https://cms-pdmv.cern.ch/mcm/requests?prepid=HIG-RunIIFall17wmLHEGS-00830
WminusH_HToGG_WToAll_M125_13TeV_powheg_pythia8    HIG-RunIIFall17wmLHEGS-00832    https://cms-pdmv.cern.ch/mcm/requests?prepid=HIG-RunIIFall17wmLHEGS-00832
WplusH_HToGG_WToAll_M125_13TeV_powheg_pythia8    HIG-RunIIFall17wmLHEGS-00833    https://cms-pdmv.cern.ch/mcm/requests?prepid=HIG-RunIIFall17wmLHEGS-00833
ZH_HToGG_ZToAll_M125_13TeV_powheg_pythia8    HIG-RunIIFall17wmLHEGS-00834    https://cms-pdmv.cern.ch/mcm/requests?prepid=HIG-RunIIFall17wmLHEGS-00834
ZH_ZToAll_HToZG_ZToAll_M-125_13TeV_powheg_pythia8    HIG-RunIIFall17wmLHEGS-00835    https://cms-pdmv.cern.ch/mcm/requests?prepid=HIG-RunIIFall17wmLHEGS-00835
VBFHToZG_ZToLL_M-125_13TeV_powheg_pythia8    HIG-RunIIFall17wmLHEGS-00836    https://cms-pdmv.cern.ch/mcm/requests?prepid=HIG-RunIIFall17wmLHEGS-00836
WminusH_HToZG_WToAll_ZToAll_M125_13TeV_powheg_pythia8    HIG-RunIIFall17wmLHEGS-00837    https://cms-pdmv.cern.ch/mcm/requests?prepid=HIG-RunIIFall17wmLHEGS-00837
WplusH_HToZG_WToAll_ZToAll_M125_13TeV_powheg_pythia8    HIG-RunIIFall17wmLHEGS-00838    https://cms-pdmv.cern.ch/mcm/requests?prepid=HIG-RunIIFall17wmLHEGS-00838
ttHToGG_M125_13TeV_powheg_pythia8    HIG-RunIIFall17wmLHEGS-00839    https://cms-pdmv.cern.ch/mcm/requests?prepid=HIG-RunIIFall17wmLHEGS-00839
ZHiggs0PMToZZ_4LFilter_M125_13TeV_JHUGenV7011_pythia8    HIG-RunIIFall17wmLHEGS-00844    https://cms-pdmv.cern.ch/mcm/requests?prepid=HIG-RunIIFall17wmLHEGS-00844
ZHiggs0PHToZZ_4LFilter_M125_13TeV_JHUGenV7011_pythia8    HIG-RunIIFall17wmLHEGS-00845    https://cms-pdmv.cern.ch/mcm/requests?prepid=HIG-RunIIFall17wmLHEGS-00845
ZHiggs0MToZZ_4LFilter_M125_13TeV_JHUGenV7011_pythia8    HIG-RunIIFall17wmLHEGS-00847    https://cms-pdmv.cern.ch/mcm/requests?prepid=HIG-RunIIFall17wmLHEGS-00847
ZHiggs0Mf05ph0ToZZ_4LFilter_M125_13TeV_JHUGenV7011_pythia8    HIG-RunIIFall17wmLHEGS-00848    https://cms-pdmv.cern.ch/mcm/requests?prepid=HIG-RunIIFall17wmLHEGS-00848
WplusHToTauTau_M125_13TeV_powheg_pythia8    HIG-RunIIFall17wmLHEGS-00899    https://cms-pdmv.cern.ch/mcm/requests?prepid=HIG-RunIIFall17wmLHEGS-00899
VBFHToGG_M60_13TeV_amcatnlo_pythia8    HIG-RunIIFall17wmLHEGS-00942    https://cms-pdmv.cern.ch/mcm/requests?prepid=HIG-RunIIFall17wmLHEGS-00942
VBFHToGG_M70_13TeV_amcatnlo_pythia8    HIG-RunIIFall17wmLHEGS-00943    https://cms-pdmv.cern.ch/mcm/requests?prepid=HIG-RunIIFall17wmLHEGS-00943
VBFHToGG_M80_13TeV_amcatnlo_pythia8    HIG-RunIIFall17wmLHEGS-00944    https://cms-pdmv.cern.ch/mcm/requests?prepid=HIG-RunIIFall17wmLHEGS-00944
VBFHToGG_M90_13TeV_amcatnlo_pythia8    HIG-RunIIFall17wmLHEGS-00945    https://cms-pdmv.cern.ch/mcm/requests?prepid=HIG-RunIIFall17wmLHEGS-00945
VBFHToGG_M100_13TeV_amcatnlo_pythia8    HIG-RunIIFall17wmLHEGS-00946    https://cms-pdmv.cern.ch/mcm/requests?prepid=HIG-RunIIFall17wmLHEGS-00946
VBFHToGG_M110_13TeV_amcatnlo_pythia8    HIG-RunIIFall17wmLHEGS-00947    https://cms-pdmv.cern.ch/mcm/requests?prepid=HIG-RunIIFall17wmLHEGS-00947
VHToGG_M60_13TeV_amcatnloFXFX_madspin_pythia8    HIG-RunIIFall17wmLHEGS-00948    https://cms-pdmv.cern.ch/mcm/requests?prepid=HIG-RunIIFall17wmLHEGS-00948
VHToGG_M70_13TeV_amcatnloFXFX_madspin_pythia8    HIG-RunIIFall17wmLHEGS-00949    https://cms-pdmv.cern.ch/mcm/requests?prepid=HIG-RunIIFall17wmLHEGS-00949
VHToGG_M80_13TeV_amcatnloFXFX_madspin_pythia8    HIG-RunIIFall17wmLHEGS-00950    https://cms-pdmv.cern.ch/mcm/requests?prepid=HIG-RunIIFall17wmLHEGS-00950
VHToGG_M90_13TeV_amcatnloFXFX_madspin_pythia8    HIG-RunIIFall17wmLHEGS-00951    https://cms-pdmv.cern.ch/mcm/requests?prepid=HIG-RunIIFall17wmLHEGS-00951
VHToGG_M100_13TeV_amcatnloFXFX_madspin_pythia8    HIG-RunIIFall17wmLHEGS-00952    https://cms-pdmv.cern.ch/mcm/requests?prepid=HIG-RunIIFall17wmLHEGS-00952
VHToGG_M110_13TeV_amcatnloFXFX_madspin_pythia8    HIG-RunIIFall17wmLHEGS-00953    https://cms-pdmv.cern.ch/mcm/requests?prepid=HIG-RunIIFall17wmLHEGS-00953
ttHJetToGG_M60_13TeV_amcatnloFXFX_madspin_pythia8    HIG-RunIIFall17wmLHEGS-00954    https://cms-pdmv.cern.ch/mcm/requests?prepid=HIG-RunIIFall17wmLHEGS-00954
ttHJetToGG_M70_13TeV_amcatnloFXFX_madspin_pythia8    HIG-RunIIFall17wmLHEGS-00955    https://cms-pdmv.cern.ch/mcm/requests?prepid=HIG-RunIIFall17wmLHEGS-00955
ttHJetToGG_M80_13TeV_amcatnloFXFX_madspin_pythia8    HIG-RunIIFall17wmLHEGS-00956    https://cms-pdmv.cern.ch/mcm/requests?prepid=HIG-RunIIFall17wmLHEGS-00956
ttHJetToGG_M90_13TeV_amcatnloFXFX_madspin_pythia8    HIG-RunIIFall17wmLHEGS-00957    https://cms-pdmv.cern.ch/mcm/requests?prepid=HIG-RunIIFall17wmLHEGS-00957
ttHJetToGG_M100_13TeV_amcatnloFXFX_madspin_pythia8    HIG-RunIIFall17wmLHEGS-00958    https://cms-pdmv.cern.ch/mcm/requests?prepid=HIG-RunIIFall17wmLHEGS-00958
ttHJetToGG_M110_13TeV_amcatnloFXFX_madspin_pythia8    HIG-RunIIFall17wmLHEGS-00959    https://cms-pdmv.cern.ch/mcm/requests?prepid=HIG-RunIIFall17wmLHEGS-00959
VBFHToZG_ZToLL_M-120_13TeV_powheg_pythia8    HIG-RunIIFall17wmLHEGS-00960    https://cms-pdmv.cern.ch/mcm/requests?prepid=HIG-RunIIFall17wmLHEGS-00960
VBFHToZG_ZToLL_M-130_13TeV_powheg_pythia8    HIG-RunIIFall17wmLHEGS-00961    https://cms-pdmv.cern.ch/mcm/requests?prepid=HIG-RunIIFall17wmLHEGS-00961
GluGluHToZG_ZToLL_M-120_13TeV_powheg_pythia8    HIG-RunIIFall17wmLHEGS-00962    https://cms-pdmv.cern.ch/mcm/requests?prepid=HIG-RunIIFall17wmLHEGS-00962
GluGluHToZG_ZToLL_M-125_13TeV_powheg_pythia8    HIG-RunIIFall17wmLHEGS-00963    https://cms-pdmv.cern.ch/mcm/requests?prepid=HIG-RunIIFall17wmLHEGS-00963
GluGluHToZG_ZToLL_M-130_13TeV_powheg_pythia8    HIG-RunIIFall17wmLHEGS-00964    https://cms-pdmv.cern.ch/mcm/requests?prepid=HIG-RunIIFall17wmLHEGS-00964
WplusH_HToZG_WToAll_ZToAll_M120_13TeV_powheg_pythia8    HIG-RunIIFall17wmLHEGS-00965    https://cms-pdmv.cern.ch/mcm/requests?prepid=HIG-RunIIFall17wmLHEGS-00965
WplusH_HToZG_WToAll_ZToAll_M130_13TeV_powheg_pythia8    HIG-RunIIFall17wmLHEGS-00966    https://cms-pdmv.cern.ch/mcm/requests?prepid=HIG-RunIIFall17wmLHEGS-00966
WminusH_HToZG_WToAll_ZToAll_M120_13TeV_powheg_pythia8    HIG-RunIIFall17wmLHEGS-00967    https://cms-pdmv.cern.ch/mcm/requests?prepid=HIG-RunIIFall17wmLHEGS-00967
WminusH_HToZG_WToAll_ZToAll_M130_13TeV_powheg_pythia8    HIG-RunIIFall17wmLHEGS-00968    https://cms-pdmv.cern.ch/mcm/requests?prepid=HIG-RunIIFall17wmLHEGS-00968
GluGluToRadionToHHTo4B_M-260_narrow_13TeV-madgraph    HIG-RunIIFall17wmLHEGS-00969    https://cms-pdmv.cern.ch/mcm/requests?prepid=HIG-RunIIFall17wmLHEGS-00969
GluGluToRadionToHHTo4B_M-270_narrow_13TeV-madgraph    HIG-RunIIFall17wmLHEGS-00970    https://cms-pdmv.cern.ch/mcm/requests?prepid=HIG-RunIIFall17wmLHEGS-00970
GluGluToRadionToHHTo4B_M-300_narrow_13TeV-madgraph    HIG-RunIIFall17wmLHEGS-00971    https://cms-pdmv.cern.ch/mcm/requests?prepid=HIG-RunIIFall17wmLHEGS-00971
GluGluToRadionToHHTo4B_M-350_narrow_13TeV-madgraph    HIG-RunIIFall17wmLHEGS-00972    https://cms-pdmv.cern.ch/mcm/requests?prepid=HIG-RunIIFall17wmLHEGS-00972
GluGluToRadionToHHTo4B_M-400_narrow_13TeV-madgraph    HIG-RunIIFall17wmLHEGS-00973    https://cms-pdmv.cern.ch/mcm/requests?prepid=HIG-RunIIFall17wmLHEGS-00973
GluGluToRadionToHHTo4B_M-450_narrow_13TeV-madgraph    HIG-RunIIFall17wmLHEGS-00974    https://cms-pdmv.cern.ch/mcm/requests?prepid=HIG-RunIIFall17wmLHEGS-00974
GluGluToRadionToHHTo4B_M-500_narrow_13TeV-madgraph    HIG-RunIIFall17wmLHEGS-00975    https://cms-pdmv.cern.ch/mcm/requests?prepid=HIG-RunIIFall17wmLHEGS-00975
GluGluToRadionToHHTo4B_M-550_narrow_13TeV-madgraph    HIG-RunIIFall17wmLHEGS-00976    https://cms-pdmv.cern.ch/mcm/requests?prepid=HIG-RunIIFall17wmLHEGS-00976
GluGluToRadionToHHTo4B_M-600_narrow_13TeV-madgraph    HIG-RunIIFall17wmLHEGS-00977    https://cms-pdmv.cern.ch/mcm/requests?prepid=HIG-RunIIFall17wmLHEGS-00977
GluGluToRadionToHHTo4B_M-650_narrow_13TeV-madgraph    HIG-RunIIFall17wmLHEGS-00978    https://cms-pdmv.cern.ch/mcm/requests?prepid=HIG-RunIIFall17wmLHEGS-00978
GluGluToRadionToHHTo4B_M-900_narrow_13TeV-madgraph    HIG-RunIIFall17wmLHEGS-00982    https://cms-pdmv.cern.ch/mcm/requests?prepid=HIG-RunIIFall17wmLHEGS-00982
NMSSM_ZHToAATo4b_M-125_M-12_madgraph_pythia8    HIG-RunIIFall17wmLHEGS-00984    https://cms-pdmv.cern.ch/mcm/requests?prepid=HIG-RunIIFall17wmLHEGS-00984
NMSSM_ZHToAATo4b_M-125_M-15_madgraph_pythia8    HIG-RunIIFall17wmLHEGS-00985    https://cms-pdmv.cern.ch/mcm/requests?prepid=HIG-RunIIFall17wmLHEGS-00985
NMSSM_ZHToAATo4b_M-125_M-20_madgraph_pythia8    HIG-RunIIFall17wmLHEGS-00986    https://cms-pdmv.cern.ch/mcm/requests?prepid=HIG-RunIIFall17wmLHEGS-00986
NMSSM_ZHToAATo4b_M-125_M-25_madgraph_pythia8    HIG-RunIIFall17wmLHEGS-00987    https://cms-pdmv.cern.ch/mcm/requests?prepid=HIG-RunIIFall17wmLHEGS-00987
NMSSM_ZHToAATo4b_M-125_M-30_madgraph_pythia8    HIG-RunIIFall17wmLHEGS-00988    https://cms-pdmv.cern.ch/mcm/requests?prepid=HIG-RunIIFall17wmLHEGS-00988
NMSSM_ZHToAATo4b_M-125_M-40_madgraph_pythia8    HIG-RunIIFall17wmLHEGS-00989    https://cms-pdmv.cern.ch/mcm/requests?prepid=HIG-RunIIFall17wmLHEGS-00989
NMSSM_ZHToAATo4b_M-125_M-50_madgraph_pythia8    HIG-RunIIFall17wmLHEGS-00990    https://cms-pdmv.cern.ch/mcm/requests?prepid=HIG-RunIIFall17wmLHEGS-00990
NMSSM_ZHToAATo4b_M-125_M-60_madgraph_pythia8    HIG-RunIIFall17wmLHEGS-00991    https://cms-pdmv.cern.ch/mcm/requests?prepid=HIG-RunIIFall17wmLHEGS-00991
NMSSM_WHToAATo4b_M-125_M-12_madgraph_pythia8    HIG-RunIIFall17wmLHEGS-00992    https://cms-pdmv.cern.ch/mcm/requests?prepid=HIG-RunIIFall17wmLHEGS-00992
NMSSM_WHToAATo4b_M-125_M-15_madgraph_pythia8    HIG-RunIIFall17wmLHEGS-00993    https://cms-pdmv.cern.ch/mcm/requests?prepid=HIG-RunIIFall17wmLHEGS-00993
NMSSM_WHToAATo4b_M-125_M-20_madgraph_pythia8    HIG-RunIIFall17wmLHEGS-00994    https://cms-pdmv.cern.ch/mcm/requests?prepid=HIG-RunIIFall17wmLHEGS-00994
NMSSM_WHToAATo4b_M-125_M-25_madgraph_pythia8    HIG-RunIIFall17wmLHEGS-00995    https://cms-pdmv.cern.ch/mcm/requests?prepid=HIG-RunIIFall17wmLHEGS-00995
NMSSM_WHToAATo4b_M-125_M-30_madgraph_pythia8    HIG-RunIIFall17wmLHEGS-00996    https://cms-pdmv.cern.ch/mcm/requests?prepid=HIG-RunIIFall17wmLHEGS-00996
NMSSM_WHToAATo4b_M-125_M-40_madgraph_pythia8    HIG-RunIIFall17wmLHEGS-00997    https://cms-pdmv.cern.ch/mcm/requests?prepid=HIG-RunIIFall17wmLHEGS-00997
NMSSM_WHToAATo4b_M-125_M-50_madgraph_pythia8    HIG-RunIIFall17wmLHEGS-00998    https://cms-pdmv.cern.ch/mcm/requests?prepid=HIG-RunIIFall17wmLHEGS-00998
NMSSM_WHToAATo4b_M-125_M-60_madgraph_pythia8    HIG-RunIIFall17wmLHEGS-00999    https://cms-pdmv.cern.ch/mcm/requests?prepid=HIG-RunIIFall17wmLHEGS-00999
ZHiggs0L1ToZZ_4LFilter_M125_13TeV_JHUGenV7011_pythia8    HIG-RunIIFall17wmLHEGS-01000    https://cms-pdmv.cern.ch/mcm/requests?prepid=HIG-RunIIFall17wmLHEGS-01000
ZHiggs0L1ZgToZZ_4LFilter_M125_13TeV_JHUGenV7011_pythia8    HIG-RunIIFall17wmLHEGS-01001    https://cms-pdmv.cern.ch/mcm/requests?prepid=HIG-RunIIFall17wmLHEGS-01001
ZHiggs0L1Zgf05ph0ToZZ_4LFilter_M125_13TeV_JHUGenV7011_pythia8    HIG-RunIIFall17wmLHEGS-01002    https://cms-pdmv.cern.ch/mcm/requests?prepid=HIG-RunIIFall17wmLHEGS-01002
ZHiggs0L1f05ph0ToZZ_4LFilter_M125_13TeV_JHUGenV7011_pythia8    HIG-RunIIFall17wmLHEGS-01003    https://cms-pdmv.cern.ch/mcm/requests?prepid=HIG-RunIIFall17wmLHEGS-01003
ZHiggs0PHf05ph0ToZZ_4LFilter_M125_13TeV_JHUGenV7011_pythia8    HIG-RunIIFall17wmLHEGS-01004    https://cms-pdmv.cern.ch/mcm/requests?prepid=HIG-RunIIFall17wmLHEGS-01004
ttHiggs0MToZZ_4LFilter_M125_13TeV_JHUGenV7011_pythia8    HIG-RunIIFall17wmLHEGS-01005    https://cms-pdmv.cern.ch/mcm/requests?prepid=HIG-RunIIFall17wmLHEGS-01005
ttHiggs0Mf05ph0ToZZ_4LFilter_M125_13TeV_JHUGenV7011_pythia8    HIG-RunIIFall17wmLHEGS-01006    https://cms-pdmv.cern.ch/mcm/requests?prepid=HIG-RunIIFall17wmLHEGS-01006
ttHiggs0PMToZZ_4LFilter_M125_13TeV_JHUGenV7011_pythia8    HIG-RunIIFall17wmLHEGS-01007    https://cms-pdmv.cern.ch/mcm/requests?prepid=HIG-RunIIFall17wmLHEGS-01007
VBFHiggs0L1Zgf05ph0ToZZTo4L_M125_13TeV_JHUGenV7011_pythia8    HIG-RunIIFall17wmLHEGS-01008    https://cms-pdmv.cern.ch/mcm/requests?prepid=HIG-RunIIFall17wmLHEGS-01008
VBFHiggs0PHToZZTo4L_M125_13TeV_JHUGenV7011_pythia8    HIG-RunIIFall17wmLHEGS-01009    https://cms-pdmv.cern.ch/mcm/requests?prepid=HIG-RunIIFall17wmLHEGS-01009
VBFHiggs0MToZZTo4L_M125_13TeV_JHUGenV7011_pythia8    HIG-RunIIFall17wmLHEGS-01010    https://cms-pdmv.cern.ch/mcm/requests?prepid=HIG-RunIIFall17wmLHEGS-01010
W2JetsToLNu_LHEWpT_250-400_TuneCP5_13TeV-amcnloFXFX-pythia8    HIG-RunIIFall17wmLHEGS-00631    https://cms-pdmv.cern.ch/mcm/requests?prepid=HIG-RunIIFall17wmLHEGS-00631
Z2JetsToNuNu_M-50_LHEZpT_150-250_TuneCP5_13TeV-amcnloFXFX-pythia8    HIG-RunIIFall17wmLHEGS-00620    https://cms-pdmv.cern.ch/mcm/requests?prepid=HIG-RunIIFall17wmLHEGS-00620
W1JetsToLNu_LHEWpT_100-150_TuneCP5_13TeV-amcnloFXFX-pythia8    HIG-RunIIFall17wmLHEGS-01011    https://cms-pdmv.cern.ch/mcm/requests?prepid=HIG-RunIIFall17wmLHEGS-01011
DY1JetsToLL_M-50_LHEZpT_400-inf_TuneCP5_13TeV-amcnloFXFX-pythia8    HIG-RunIIFall17wmLHEGS-01106    https://cms-pdmv.cern.ch/mcm/requests?prepid=HIG-RunIIFall17wmLHEGS-01106
SUSYGluGluToHToAA_AToMuMu_AToTauTau_M-125_M-6_TuneCUETP8M1_13TeV_madgraph_pythia8    HIG-RunIIFall17wmLHEGS-01353    https://cms-pdmv.cern.ch/mcm/requests?prepid=HIG-RunIIFall17wmLHEGS-01353
WWW_4F_TuneCP5_13TeV-amcatnlo-pythia8    SMP-RunIIFall17wmLHEGS-00025    https://cms-pdmv.cern.ch/mcm/requests?prepid=SMP-RunIIFall17wmLHEGS-00025
WWZ_4F_TuneCP5_13TeV-amcatnlo-pythia8    SMP-RunIIFall17wmLHEGS-00026    https://cms-pdmv.cern.ch/mcm/requests?prepid=SMP-RunIIFall17wmLHEGS-00026
